Unnamed: 0,property_name,per_sqft,bedroom,bathroom,configuration,area,area_type,floor_number,facing,age_possession,location,property_type,price_cr,Luxury_score,society_encoded,sector_encoded
592,Sector 102,13125.0,4,4,4,2400.0,Super Built-up,0.0,West,Ready To Move,Shapoorji Pallonji Joyville Gurugram,Flat,3.15,0,2.4925,2.667326732673267
593,Sector 63,15741.0,4,4,4,2700.0,Built-up,2.0,Unknown,Ready To Move,Adani Samsara Avasa,Flat,4.25,0,4.25,8.92
594,Sector 36A,19318.0,3,3,3,1967.0,Super Built-up,0.0,East,Ready To Move,Krisumi Waterfall Residences,Flat,3.8,0,3.908,4.4023076923076925
595,Sector 70,12307.0,3,5,3,1950.0,Super Built-up,0.0,North-East,Ready To Move,Shree Vardhman Victoria,Flat,2.4,56,2.3045454545454542,2.246153846153846
596,Sector 102,16721.0,2,2,2,915.0,Super Built-up,10.0,North-East,Ready To Move,Shapoorji Pallonji Joyville Gurugram,Flat,1.53,0,2.4925,2.667326732673267
597,Sector 104,15510.0,3,4,3,2450.0,Super Built-up,29.0,North-East,Ready To Move,Puri Emerald Bay,Flat,3.8,0,3.359166666666667,2.838395061728395
598,Sector 106,20714.0,3,3,3,1855.0,Super Built-up,34.0,North-East,Ready To Move,Godrej Meridien,Flat,2.9,0,2.8880000000000003,2.6783018867924526
599,Sector 112,12717.0,3,4,3,2870.0,Super Built-up,0.0,North-East,Ready To Move,Tata Gurgaon Gateway,Flat,3.65,0,3.09375,5.9
600,Sector 70,12820.0,3,5,3,1950.0,Super Built-up,0.0,Unknown,Ready To Move,Shree Vardhman Victoria,Flat,2.5,0,2.3045454545454542,2.246153846153846
601,Sector 102,13913.0,3,3,3,1689.0,Super Built-up,14.0,North-East,Ready To Move,Adani M2K Oyster Grande,Flat,2.35,0,2.861428571428572,2.667326732673267
602,Sector 104,14693.0,3,4,3,2450.0,Super Built-up,0.0,North,Ready To Move,Puri Emerald Bay,Flat,3.6,0,3.359166666666667,2.838395061728395
603,Sector 109,13227.0,3,4,3,2381.0,Super Built-up,0.0,Unknown,Ready To Move,Raheja Atharva,Flat,3.15,0,3.15,9.683529411764706
604,Sector 106,15234.0,3,4,3,2002.0,Super Built-up,0.0,East,Ready To Move,Godrej Meridien,Flat,3.11,0,2.8880000000000003,2.6783018867924526
605,Sector 106,15471.0,3,3,3,1855.0,Super Built-up,34.0,Unknown,Ready To Move,Godrej Meridien,Flat,2.87,0,2.8880000000000003,2.6783018867924526
606,Sector 85,13621.0,3,3,3,2129.0,Carpet,0.0,East,Ready To Move,Godrej Air,Flat,2.9,6,2.9188888888888886,2.713055555555556
607,Sector 67A,15498.0,2,2,2,1484.0,Super Built-up,0.0,North,Ready To Move,Ireo The Corridors,Flat,2.3,0,2.9253333333333336,2.973529411764705
608,Sector 52,18452.0,4,4,4,1680.0,Super Built-up,6.0,North-East,Ready To Move,Ansal API Sushant Estate,Flat,3.1,0,2.6325000000000003,5.501818181818181
609,Sector 52,18962.0,3,3,3,1350.0,Carpet,4.0,West,Ready To Move,Ansal API Sushant Estate,Flat,2.56,0,2.6325000000000003,5.501818181818181
610,Sector 104,14693.0,3,4,3,2450.0,Super Built-up,0.0,North,Ready To Move,Puri Emerald Bay,Flat,3.6,0,3.359166666666667,2.838395061728395
611,Sector 81,17495.0,3,4,3,2092.0,Super Built-up,29.0,East,Ready To Move,DLF The Ultima,Flat,3.66,0,4.032666666666667,3.7062857142857135
612,Sohna,11618.0,2,2,2,1205.0,Super Built-up,0.0,Unknown,Ready To Move,Ashiana Anmol,Flat,1.4,0,1.553,2.1345454545454543
613,Sector 86,12026.0,3,3,3,1929.0,Super Built-up,19.0,East,Ready To Move,DLF The Skycourt,Flat,2.32,0,2.3316666666666666,2.555897435897436
614,Sector 84,10582.0,3,3,3,1890.0,Super Built-up,0.0,Unknown,Ready To Move,SS The Coralwood,Flat,2.0,0,1.9085714285714288,2.2295238095238097
615,Sector 84,7536.0,4,6,4,3450.0,Super Built-up,0.0,Unknown,Ready To Move,Antriksh Heights,Flat,2.6,0,1.725,2.2295238095238097
616,Sector 85,10156.0,4,5,4,2560.0,Super Built-up,0.0,Unknown,Ready To Move,Orris Aster Court Premier,Flat,2.6,0,2.23,2.713055555555556
617,Sector 85,12446.0,4,5,4,2812.0,Super Built-up,0.0,Unknown,Ready To Move,SS The Leaf,Flat,3.5,0,3.17,2.713055555555556
618,Sector 85,12802.0,4,5,4,2812.0,Super Built-up,0.0,Unknown,Ready To Move,SS The Leaf,Flat,3.6,0,3.17,2.713055555555556
619,Sector 85,12500.0,2,2,2,1640.0,Super Built-up,0.0,Unknown,Ready To Move,SS The Leaf,Flat,2.05,0,3.17,2.713055555555556
620,Sector 69,13204.0,3,3,3,1704.0,Super Built-up,7.0,Unknown,Ready To Move,Tulip Yellow,Flat,2.25,0,2.283333333333333,3.0326829268292683
621,Sector 89 A,14744.0,3,3,3,1960.0,Super Built-up,0.0,Unknown,Ready To Move,Vatika Seven Elements,Flat,2.89,0,2.536,2.81625
622,Sohna,11950.0,2,2,2,1205.0,Super Built-up,0.0,East,Ready To Move,Ashiana Anmol,Flat,1.44,17,1.553,2.1345454545454543
623,Sector 22B,21707.0,2,2,2,1382.0,Carpet,0.0,Unknown,Ready To Move,Ambience creacion,Flat,3.0,0,3.0,3.0
624,Sector 86,11975.0,3,3,3,1929.0,Super Built-up,19.0,North,Ready To Move,DLF The Skycourt,Flat,2.31,6,2.3316666666666666,2.555897435897436
625,Sohna,9612.0,2,2,2,645.0,Super Built-up,10.0,East,Ready To Move,Breez Global Heights,Flat,0.62,0,0.62,2.1345454545454543
626,Sector 89,17211.0,3,3,3,1743.0,Carpet,0.0,North-East,Under Construction,Godrej Zenith,Flat,3.0,0,3.142857142857143,1.7808695652173914
627,Sector 84,7604.0,3,3,3,2275.0,Super Built-up,0.0,Unknown,Ready To Move,Spaze Privy AT4,Flat,2.22,0,2.01,2.2295238095238097
628,Nirvana Country,17500.0,3,4,3,1877.0,Super Built-up,0.0,East,Ready To Move,Unitech Fresco,Flat,2.8,6,2.635,9.31625
629,Pocket H Nirvana Country,16935.0,3,4,3,2480.0,Super Built-up,0.0,North,Ready To Move,The Close North,Flat,4.2,6,3.915714285714286,8.333333333333334
630,Sector 66,18644.0,2,2,2,1180.0,Super Built-up,17.0,Unknown,Ready To Move,Emaar MGF The Palm Drive,Flat,2.2,6,4.582413793103448,8.949036144578313
631,Sector 90,14827.0,3,3,3,1737.0,Super Built-up,29.0,East,Ready To Move,DLF Regal Gardens,Flat,2.15,6,2.0866666666666664,2.261428571428572
632,Sector 74,17250.0,3,3,3,2000.0,Super Built-up,30.0,East,Ready To Move,M3M Skywalk,Flat,3.45,0,3.45,3.45
633,Sector 59,24971.0,3,5,3,2595.0,Super Built-up,0.0,Unknown,Ready To Move,Conscient Elevate,Flat,6.48,30,5.71157894736842,6.363809523809524
634,Sector 59,25048.0,3,5,3,2595.0,Super Built-up,0.0,East,Ready To Move,Conscient Elevate,Flat,6.5,30,5.71157894736842,6.363809523809524
635,Sector 67,15762.0,3,4,3,1935.0,Super Built-up,0.0,Unknown,Ready To Move,Bestech Park View Spa Next,Flat,3.05,17,3.270833333333333,4.372857142857143
636,Sector 66,18672.0,4,5,4,2410.0,Super Built-up,0.0,North-East,Ready To Move,Emaar Mgf Palm Terraces Select,Flat,4.5,30,4.927272727272728,8.949036144578313
637,Sector 43,16693.0,4,4,4,2480.0,Super Built-up,0.0,Unknown,Ready To Move,The Rama Apartment CGHS,Flat,4.14,7,4.14,7.4422727272727265
638,Sector 88A,11652.0,4,4,4,2317.0,Super Built-up,0.0,North-East,Ready To Move,Godrej Icon,Flat,2.7,0,2.475,2.35
639,Sector 102,17933.0,3,3,3,1500.0,Carpet,24.0,Unknown,Ready To Move,Adani M2K Oyster Grande,Flat,2.69,25,2.861428571428572,2.667326732673267
640,Sector 70,12307.0,3,3,3,1950.0,Super Built-up,0.0,East,Ready To Move,Shree Vardhman Victoria,Flat,2.4,0,2.3045454545454542,2.246153846153846
641,Sector 67,19734.0,3,3,3,2711.0,Super Built-up,11.0,Unknown,Ready To Move,Ireo Victory Valley,Flat,5.35,0,4.716923076923077,4.372857142857143
642,Sector 106,27529.0,2,2,2,817.0,Carpet,34.0,Unknown,Ready To Move,Godrej Meridien,Flat,2.25,0,2.8880000000000003,2.6783018867924526
643,Sector 106,16233.0,3,4,3,2002.0,Carpet,34.0,East,Ready To Move,Godrej Meridien,Flat,3.25,0,2.8880000000000003,2.6783018867924526
644,Sector 106,21690.0,3,3,3,1360.0,Carpet,0.0,North,Ready To Move,Godrej Meridien,Flat,2.95,0,2.8880000000000003,2.6783018867924526
645,Sector 86,16137.0,3,3,3,1929.0,Super Built-up,0.0,West,Ready To Move,DLF The Skycourt,Flat,2.34,0,2.3316666666666666,2.555897435897436
646,Sector 69,14800.0,3,3,3,1608.0,Super Built-up,0.0,East,Ready To Move,Tulip Violet,Flat,2.38,0,2.556666666666666,3.0326829268292683
647,Sector 59,25433.0,3,3,3,2595.0,Super Built-up,0.0,North-East,Ready To Move,Conscient Elevate,Flat,6.6,6,5.71157894736842,6.363809523809524
648,Sector 104,15468.0,2,2,2,1099.0,Super Built-up,0.0,North-East,Ready To Move,Hero Homes,Flat,1.7,40,2.0712244897959184,2.838395061728395
649,Sector 81,9600.0,2,2,2,1250.0,Super Built-up,0.0,East,Ready To Move,Vipul Lavanya,Flat,1.2,37,1.3325,3.7062857142857135
650,Sector 102,15661.0,3,3,3,1692.0,Super Built-up,26.0,North-East,Ready To Move,Shapoorji Pallonji Joyville Gurugram,Flat,2.65,0,2.4925,2.667326732673267
651,Sector 67,19286.0,3,3,3,2411.0,Super Built-up,0.0,East,Ready To Move,Ireo Victory Valley,Flat,4.65,0,4.716923076923077,4.372857142857143
652,Sohna,10340.0,2,2,2,822.0,Super Built-up,0.0,Unknown,Ready To Move,Signature Global Park,Flat,0.85,0,0.8988888888888888,2.1345454545454543
653,Sector 65,22000.0,4,5,4,5163.0,Super Built-up,40.0,Unknown,Ready To Move,M3M Golfestate,Flat,12.9,0,12.860499999999998,8.432784810126583
654,Sector 42,87837.0,4,8,4,7400.0,Super Built-up,8.0,North-East,Ready To Move,DLF The Camellias,Flat,65.0,6,65.0,30.463636363636365
655,Sector 89,8219.0,3,3,3,1910.0,Super Built-up,14.0,North-East,Ready To Move,Greenopolis,Flat,1.57,6,1.604,1.7808695652173914
656,Sector 104,15741.0,2,2,2,1099.0,Super Built-up,0.0,North-East,Ready To Move,Hero Homes,Flat,1.73,6,2.0712244897959184,2.838395061728395
657,Sector 92,11717.0,4,5,4,2475.0,Super Built-up,0.0,North-East,Ready To Move,Bestech Park View Sanskruti,Flat,2.9,0,2.4725,2.1133333333333333
658,Sector 85,13856.0,3,3,3,2129.0,Super Built-up,14.0,North-East,Ready To Move,Godrej Air,Flat,2.95,0,2.9188888888888886,2.713055555555556
659,Sector 92,11528.0,3,4,3,1995.0,Super Built-up,0.0,North-East,Ready To Move,Bestech Park View Sanskruti,Flat,2.3,0,2.4725,2.1133333333333333
660,Sikandarpur Badha,14160.0,3,3,3,1829.0,Super Built-up,0.0,North-East,Ready To Move,Godrej Air,Flat,2.59,0,2.9188888888888886,2.59
661,Sector 102,12687.0,3,4,3,1931.0,Super Built-up,12.0,East,Ready To Move,Conscient Heritage Max,Flat,2.45,6,2.904,2.667326732673267
662,Sector 85,11757.0,5,7,5,4950.0,Super Built-up,26.0,East,Ready To Move,SS The Leaf,Flat,5.82,0,3.17,2.713055555555556
663,Sector 99,11000.0,3,3,3,1865.0,Super Built-up,0.0,North-East,Ready To Move,Pareena Express Heights,Flat,2.05,0,2.2,3.950277777777778
664,Sector 54,28395.0,4,6,4,4050.0,Super Built-up,0.0,Unknown,Ready To Move,La Lagune,Flat,11.5,6,11.75,22.56153846153846
665,Sector-33 Sohna,14412.0,3,2,3,1235.0,Carpet,0.0,East,Ready To Move,Central Park Flower Valley Flamingo Floors,Flat,1.78,0,1.7240000000000002,6.4413829787234045
666,Sector 49,21250.0,2,2,2,1200.0,Carpet,0.0,East,Ready To Move,Vatika City,Flat,2.55,0,3.985714285714285,4.587948717948718
667,Sector 84,11428.0,4,4,4,2800.0,Super Built-up,4.0,Unknown,Ready To Move,SS Linden Floors,Flat,3.2,0,3.1740000000000004,2.2295238095238097
668,Sector 83,20432.0,3,4,3,1850.0,Super Built-up,0.0,Unknown,Ready To Move,Emaar Palm Gardens,Flat,2.55,37,2.412631578947368,2.2664
669,Sector 49,23318.0,3,4,3,2251.0,Super Built-up,0.0,Unknown,Ready To Move,Vatika City,Flat,5.25,0,3.985714285714285,4.587948717948718
670,Sector 82,10173.0,3,5,3,2300.0,Super Built-up,7.0,Unknown,Ready To Move,Mapsko Royale Ville,Flat,2.34,0,2.671111111111111,5.451621621621622
671,Sector 106,26165.0,3,3,3,1108.0,Carpet,0.0,North-East,Ready To Move,Godrej Meridien,Flat,2.9,0,2.8880000000000003,2.6783018867924526
672,Sector 112,19093.0,3,3,3,2802.0,Super Built-up,0.0,North-East,Ready To Move,Experion Windchants,Flat,5.35,0,6.797999999999999,5.9
673,Sector 52,17777.0,3,3,3,1350.0,Super Built-up,3.0,Unknown,Ready To Move,Ansal API Sushant Estate,Flat,2.4,25,2.6325000000000003,5.501818181818181
674,Sector 81,14824.0,2,2,2,1250.0,Super Built-up,0.0,East,Ready To Move,Vipul Lavanya,Flat,1.18,14,1.3325,3.7062857142857135
675,Sector 104,12380.0,4,4,4,3150.0,Super Built-up,11.0,North-East,Ready To Move,ATS Triumph,Flat,3.9,0,3.817222222222222,2.838395061728395
676,Sector 59,22962.0,3,3,3,2295.0,Built-up,33.0,East,Ready To Move,Conscient Elevate,Flat,5.27,6,5.71157894736842,6.363809523809524
677,Sector 107,14678.0,2,2,2,1534.0,Super Built-up,14.0,Unknown,Ready To Move,M3M Woodshire,Flat,1.55,0,1.655,1.655
678,Sector 62,23205.0,2,2,2,1508.0,Super Built-up,18.0,East,Ready To Move,Emaar Digihomes,Flat,3.5,6,4.346153846153846,7.19
679,Sector 60,26363.0,4,4,4,2800.0,Super Built-up,39.0,North-East,Ready To Move,Ireo Skyon,Flat,5.8,6,4.565,4.679047619047619
680,Sector 62,25363.0,4,4,4,4337.0,Super Built-up,27.0,North-East,Ready To Move,Pioneer Urban Presidia,Flat,11.0,6,9.366666666666667,7.19
681,Sector 83,13157.0,3,4,3,1900.0,Super Built-up,0.0,North,Ready To Move,Emaar Palm Gardens,Flat,2.5,6,2.412631578947368,2.2664
682,Sector-33 Sohna,15204.0,3,3,3,1789.0,Super Built-up,10.0,Unknown,Ready To Move,Central Park Flower Valley Aqua Front Towers,Flat,2.72,0,4.16875,6.4413829787234045
683,Sector 89 A,17116.0,4,4,4,2505.0,Super Built-up,0.0,North,Ready To Move,Vatika Seven Elements,Flat,2.79,23,2.536,2.81625
684,Sector 106,15739.0,2,2,2,1366.0,Super Built-up,0.0,East,Ready To Move,Godrej Meridien,Flat,2.15,0,2.8880000000000003,2.6783018867924526
685,Sector 49,16982.0,3,4,3,2061.0,Super Built-up,14.0,North,Ready To Move,Orchid Petals,Flat,3.5,0,3.545555555555556,4.587948717948718
686,Sector 81,17282.0,3,2,3,1660.0,Super Built-up,15.0,East,Ready To Move,Bestech Park View Ananda,Flat,1.87,0,1.875,3.7062857142857135
687,Sector 81,12044.0,3,3,3,1810.0,Super Built-up,0.0,North,Ready To Move,Bestech Park View Ananda,Flat,2.18,0,1.875,3.7062857142857135
688,Sector 65,24038.0,4,4,4,4992.0,Super Built-up,0.0,East,Ready To Move,M3M Golfestate,Flat,12.0,0,12.860499999999998,8.432784810126583
689,Sector 66,20408.0,3,3,3,3300.0,Super Built-up,17.0,Unknown,Ready To Move,Emaar MGF The Palm Drive,Flat,6.5,0,4.582413793103448,8.949036144578313
690,Sector 66,23333.0,4,4,4,2100.0,Super Built-up,12.0,Unknown,Ready To Move,Emaar MGF The Palm Drive,Flat,4.2,0,4.582413793103448,8.949036144578313
691,Sector 68,12600.0,3,3,3,1746.0,Super Built-up,23.0,East,Ready To Move,M3M The Marina,Flat,2.2,0,2.06,1.7971428571428572
692,Sector 86,11917.0,3,3,3,1930.0,Super Built-up,19.0,Unknown,Ready To Move,DLF The Skycourt,Flat,2.3,0,2.3316666666666666,2.555897435897436
693,Sector 102,20833.0,4,4,4,2180.0,Super Built-up,0.0,Unknown,Ready To Move,Shapoorji Pallonji Joyville Gurugram,Flat,3.2,0,2.4925,2.667326732673267
694,Sector 99,12797.0,4,4,4,3360.0,Super Built-up,0.0,East,Ready To Move,Vatika Sovereign Park,Flat,4.3,6,3.935263157894737,3.950277777777778
695,Sector 104,22067.0,3,2,3,1359.0,Super Built-up,0.0,North,Ready To Move,Hero Homes,Flat,1.9,0,2.0712244897959184,2.838395061728395
696,Sector 85,8773.0,3,4,3,2120.0,Super Built-up,0.0,Unknown,Ready To Move,Orris Aster Court Premier,Flat,1.86,0,2.23,2.713055555555556
697,Sector 84,10571.0,3,3,3,1750.0,Super Built-up,21.0,Unknown,Ready To Move,SS The Coralwood,Flat,1.85,0,1.9085714285714288,2.2295238095238097
698,Sector 68,11855.0,3,4,3,1999.0,Super Built-up,10.0,East,Ready To Move,Pareena Mi Casa,Flat,2.37,6,1.5716666666666663,1.7971428571428572
699,Sector 83,13947.0,3,4,3,1900.0,Super Built-up,0.0,Unknown,Ready To Move,Emaar Palm Gardens,Flat,2.65,37,2.412631578947368,2.2664
700,Sector 102,16049.0,2,2,2,1215.0,Super Built-up,10.0,North-East,Ready To Move,Shapoorji Pallonji Joyville Gurugram,Flat,1.95,0,2.4925,2.667326732673267
701,Sector 82,10391.0,3,4,3,1790.0,Super Built-up,18.0,Unknown,Ready To Move,Mapsko Royale Ville,Flat,1.86,0,2.671111111111111,5.451621621621622
702,Sector 106,14985.0,3,4,3,2002.0,Super Built-up,34.0,East,Ready To Move,Godrej Meridien,Flat,3.0,0,2.8880000000000003,2.6783018867924526
703,Sohna,9664.0,2,2,2,745.0,Carpet,5.0,Unknown,Ready To Move,Signature Global Park,Flat,0.72,0,0.8988888888888888,2.1345454545454543
704,Sector 85,13392.0,3,3,3,2130.0,Super Built-up,16.0,Unknown,Ready To Move,Godrej Air,Flat,2.85,8,2.9188888888888886,2.713055555555556
705,Sector 109,18663.0,3,4,3,1955.0,Super Built-up,0.0,Unknown,Ready To Move,Chintels Serenity,Flat,2.8,8,2.8575,9.683529411764706
706,Sector 99,21640.0,3,3,3,1685.0,Super Built-up,0.0,Unknown,Ready To Move,Assotech Blith,Flat,2.15,8,5.1657142857142855,3.950277777777778
707,Sector 65,19508.0,2,2,2,1261.0,Super Built-up,0.0,East,Ready To Move,M3M Heights,Flat,2.46,0,3.0024,8.432784810126583
708,Sector 62,23176.0,3,3,3,2588.0,Super Built-up,0.0,Unknown,Ready To Move,Emaar Digihomes,Flat,6.0,0,4.346153846153846,7.19
709,Sector 65,19000.0,3,3,3,1828.0,Super Built-up,0.0,North,Ready To Move,M3M Heights,Flat,3.47,0,3.0024,8.432784810126583
710,Sector 60,30401.0,2,3,2,1524.0,Super Built-up,0.0,East,Ready To Move,Ireo Skyon,Flat,2.8,0,4.565,4.679047619047619
711,Sector 102,17486.0,2,2,2,915.0,Super Built-up,26.0,East,Ready To Move,Shapoorji Pallonji Joyville Gurugram,Flat,1.6,0,2.4925,2.667326732673267
712,Sector 30,30864.0,4,5,4,4050.0,Super Built-up,0.0,North,Ready To Move,Unitech The World Spa West,Flat,12.5,6,13.566666666666668,9.4375
713,Nirvana Country,14902.0,3,4,3,2617.0,Super Built-up,0.0,North,Ready To Move,Unitech Harmony,Flat,3.9,6,3.874,9.31625
714,Sohna,11787.0,3,3,3,1527.0,Super Built-up,0.0,Unknown,Ready To Move,Ashiana Anmol,Flat,1.8,0,1.553,2.1345454545454543
715,Sector 49,18883.0,4,4,4,2383.0,Super Built-up,5.0,East,Ready To Move,Bestech Park View City 2,Flat,4.5,0,3.943333333333333,4.587948717948718
716,Sector 67,17586.0,3,3,3,2047.0,Super Built-up,0.0,Unknown,Ready To Move,M3M Merlin,Flat,3.6,0,4.672666666666667,4.372857142857143
717,Sector 102,14569.0,4,4,4,2162.0,Super Built-up,26.0,East,Ready To Move,Shapoorji Pallonji Joyville Gurugram,Flat,3.15,0,2.4925,2.667326732673267
718,Sector 106,14824.0,3,3,3,1855.0,Super Built-up,34.0,North-East,Ready To Move,Godrej Meridien,Flat,2.75,0,2.8880000000000003,2.6783018867924526
719,Sector 104,18918.0,3,4,3,2450.0,Super Built-up,29.0,Unknown,Ready To Move,Puri Emerald Bay,Flat,3.5,0,3.359166666666667,2.838395061728395
720,Sector 106,15734.0,3,4,3,2002.0,Super Built-up,12.0,East,Ready To Move,Godrej Meridien,Flat,3.15,0,2.8880000000000003,2.6783018867924526
721,Sector 102,17283.0,2,2,2,1215.0,Super Built-up,0.0,Unknown,Ready To Move,Shapoorji Pallonji Joyville Gurugram,Flat,2.1,0,2.4925,2.667326732673267
722,Sector 112,13143.0,6,7,6,6840.0,Super Built-up,6.0,Unknown,Ready To Move,Experion Windchants,Flat,8.99,0,6.797999999999999,5.9
723,Sector 113,14492.0,3,3,3,2691.0,Super Built-up,18.0,East,Ready To Move,La Vida by Tata Housing,Flat,3.9,0,4.3125,4.3125
724,Sector 104,20898.0,2,2,2,1099.0,Super Built-up,10.0,East,Ready To Move,Hero Homes,Flat,1.63,0,2.0712244897959184,2.838395061728395
725,Sector 109,11162.0,3,4,3,2150.0,Super Built-up,0.0,Unknown,Ready To Move,ATS Tourmaline,Flat,2.4,0,4.244285714285715,9.683529411764706
726,Sector 102,12352.0,3,4,3,2550.0,Super Built-up,0.0,West,Ready To Move,Adani M2K Oyster Grande,Flat,3.15,0,2.861428571428572,2.667326732673267
727,Sector 102,12038.0,4,4,4,3198.0,Super Built-up,0.0,North-East,Ready To Move,Adani M2K Oyster Grande,Flat,3.85,0,2.861428571428572,2.667326732673267
728,Sector 106,14889.0,4,5,4,2720.0,Super Built-up,34.0,East,Ready To Move,Godrej Meridien,Flat,4.05,0,2.8880000000000003,2.6783018867924526
729,Nirvana Country,16086.0,3,4,3,1983.0,Super Built-up,3.0,East,Ready To Move,Unitech Escape,Flat,3.19,0,6.430000000000001,9.31625
730,Sector 89,11311.0,3,3,3,1494.0,Super Built-up,1.0,Unknown,Ready To Move,Smart World Gems,Flat,1.69,32,1.5168181818181816,1.7808695652173914
731,Sector 66,18429.0,3,3,3,1872.0,Super Built-up,10.0,Unknown,Ready To Move,Ireo Uptown,Flat,3.45,7,3.671666666666667,8.949036144578313
732,Sector 66,19736.0,4,4,4,2052.0,Super Built-up,17.0,Unknown,Ready To Move,Ireo Uptown,Flat,4.05,7,3.671666666666667,8.949036144578313
733,Sector 67A,20840.0,2,2,2,1484.0,Super Built-up,5.0,Unknown,Ready To Move,Ireo The Corridors,Flat,2.48,7,2.9253333333333336,2.973529411764705
734,Sector 65,31096.0,2,2,2,1261.0,Super Built-up,0.0,North-East,Ready To Move,M3M Heights,Flat,2.41,0,3.0024,8.432784810126583
735,Sector 76,16056.0,2,2,2,582.0,Carpet,14.0,Unknown,Ready To Move,Suncity Avenue 76,Flat,0.94,0,0.9225,1.0922222222222222
736,Sector 37D,11748.0,4,3,4,2213.0,Super Built-up,21.0,Unknown,Ready To Move,BPTP Terra,Flat,2.6,0,2.52,2.6355
737,Sector-33 Sohna,14500.0,3,3,3,2000.0,Super Built-up,11.0,North,Ready To Move,Central Park Flower Valley Aqua Front Towers,Flat,2.9,0,4.16875,6.4413829787234045
738,Sector 67,19387.0,2,2,2,1470.0,Super Built-up,0.0,Unknown,Ready To Move,Ireo Victory Valley,Flat,2.85,0,4.716923076923077,4.372857142857143
739,Sector 106,19285.0,3,3,3,1855.0,Super Built-up,34.0,Unknown,Ready To Move,Godrej Meridien,Flat,2.7,0,2.8880000000000003,2.6783018867924526
740,Sector 56,12727.0,3,3,3,1700.0,Super Built-up,0.0,East,Ready To Move,Priyadarshini CHS,Flat,2.1,6,2.1,4.152083333333334
741,Sector 104,13015.0,4,4,4,3150.0,Super Built-up,0.0,East,Ready To Move,ATS Triumph,Flat,4.1,0,3.817222222222222,2.838395061728395
742,Sector 37C,11363.0,2,3,2,1100.0,Carpet,0.0,Unknown,Ready To Move,Imperia The Esfera,Flat,1.25,0,1.315,1.740714285714286
743,Sector 89,10776.0,3,3,3,1494.0,Super Built-up,2.0,East,Ready To Move,Smart World Gems,Flat,1.61,0,1.5168181818181816,1.7808695652173914
744,Sector 89,11111.0,3,3,3,1494.0,Super Built-up,4.0,East,Ready To Move,Smart World Gems,Flat,1.66,0,1.5168181818181816,1.7808695652173914
745,Sector 111,18095.0,3,4,3,2100.0,Super Built-up,0.0,North,Ready To Move,Puri Diplomatic Greens,Flat,3.8,0,5.778571428571429,5.433
746,Nirvana Country,15949.0,3,3,3,2069.0,Super Built-up,0.0,North-East,Ready To Move,The Close North,Flat,3.3,12,3.915714285714286,9.31625
