,bedroom,bathroom,configuration,area,area_type,age_possession,property_type,sector_encoded,price
63,3,2,3,1565.0,3.0,2.0,0.0,2.35,2.1
64,3,3,3,2780.0,3.0,1.0,0.0,3.950277777777778,3.78
65,3,3,3,2150.0,3.0,1.0,0.0,3.154516129032258,3.35
66,3,3,3,2375.0,3.0,2.0,0.0,5.482307692307692,3.95
67,4,4,4,2912.0,3.0,1.0,0.0,3.7062857142857135,4.77
68,3,4,3,2092.0,3.0,1.0,0.0,3.7062857142857135,3.63
69,4,3,4,2090.0,3.0,1.0,0.0,2.1133333333333333,1.85
70,3,3,3,2095.0,3.0,1.0,0.0,6.363809523809524,4.9
71,4,4,4,2343.0,3.0,1.0,0.0,4.32938775510204,5.15
72,2,2,2,1075.0,0.0,2.0,0.0,1.7808695652173914,1.85
73,3,3,3,1750.0,3.0,1.0,0.0,9.683529411764706,2.14
74,2,2,2,1534.0,0.0,1.0,0.0,1.655,1.8
75,3,3,3,1680.0,3.0,1.0,0.0,3.042666666666667,2.52
76,3,3,3,2844.0,3.0,2.0,0.0,4.4023076923076925,6.2
77,3,3,3,3763.0,3.0,1.0,0.0,5.9,5.72
78,3,4,3,2003.0,3.0,1.0,0.0,4.32938775510204,3.98
79,3,4,3,1877.0,3.0,1.0,0.0,9.31625,2.67
80,3,4,3,2092.0,3.0,1.0,0.0,3.7062857142857135,3.53
81,3,3,3,1699.0,1.0,1.0,0.0,2.667326732673267,2.35
82,3,3,3,2020.0,1.0,1.0,0.0,3.3463636363636367,3.5
83,3,3,3,2072.0,3.0,1.0,0.0,4.32938775510204,4.2
84,3,3,3,1855.0,3.0,1.0,0.0,2.6783018867924526,2.9
85,4,4,4,2315.0,1.0,1.0,0.0,8.92,7.1
86,3,3,3,1930.0,3.0,1.0,0.0,2.555897435897436,2.25
87,3,4,3,2092.0,3.0,1.0,0.0,3.7062857142857135,3.68
88,3,2,3,1480.0,3.0,1.0,0.0,2.555897435897436,2.2
89,3,3,3,1799.0,3.0,1.0,0.0,3.481333333333333,2.72
90,4,4,4,3130.0,3.0,1.0,0.0,4.372857142857143,6.2
91,4,5,4,2900.0,3.0,1.0,0.0,5.483333333333333,8.25
92,3,4,3,1935.0,3.0,1.0,0.0,4.372857142857143,2.9
93,2,3,2,1524.0,3.0,1.0,0.0,4.679047619047619,2.85
94,3,4,3,2142.0,3.0,1.0,0.0,2.35,2.75
95,3,4,3,2243.0,3.0,2.0,0.0,3.9275,4.26
96,3,3,3,1628.0,3.0,2.0,0.0,1.0922222222222222,2.45
97,2,2,2,1516.0,3.0,1.0,0.0,8.432784810126583,2.78
98,4,5,4,2410.0,3.0,1.0,0.0,8.949036144578313,4.0
99,3,4,3,2120.0,3.0,1.0,0.0,2.1133333333333333,2.6
100,3,3,3,1430.0,1.0,1.0,0.0,4.98,1.76
101,3,3,3,2100.0,3.0,1.0,0.0,3.7062857142857135,3.6
102,4,5,4,2847.0,3.0,1.0,0.0,4.372857142857143,5.8
103,3,4,3,2129.0,1.0,1.0,0.0,2.713055555555556,2.94
104,4,5,4,3150.0,3.0,1.0,0.0,9.683529411764706,3.8
105,3,4,3,2000.0,3.0,1.0,0.0,2.667326732673267,2.4
106,4,4,4,2010.0,3.0,1.0,0.0,3.0326829268292683,3.6
107,4,5,4,3800.0,3.0,1.0,0.0,8.949036144578313,7.0
108,4,4,4,2847.0,3.0,1.0,0.0,4.372857142857143,5.69
109,4,4,4,3000.0,0.0,1.0,0.0,6.4425,2.91
110,3,3,3,2529.0,3.0,2.0,0.0,1.7808695652173914,3.98
111,3,3,3,3763.0,3.0,1.0,0.0,5.9,5.78
112,3,3,3,1711.0,3.0,1.0,0.0,4.32938775510204,3.5
113,4,4,4,1950.0,3.0,1.0,0.0,4.152083333333334,3.5
114,4,5,4,2410.0,3.0,1.0,0.0,8.949036144578313,4.1
115,3,3,3,2623.0,3.0,2.0,0.0,2.6355,4.05
116,3,3,3,2423.0,3.0,1.0,0.0,4.32938775510204,4.5
117,2,2,2,1498.0,3.0,1.0,0.0,2.35,1.65
118,4,6,4,3125.0,3.0,1.0,0.0,6.4425,7.47
119,3,4,3,1845.0,3.0,1.0,0.0,1.472,1.45
120,3,4,3,2045.0,3.0,1.0,0.0,4.679047619047619,4.05
121,3,3,3,1689.0,3.0,1.0,0.0,2.838395061728395,2.41
122,4,4,4,3890.0,3.0,1.0,0.0,7.19,10.0
123,4,4,4,4500.0,1.0,1.0,0.0,10.885384615384616,7.5
124,3,4,3,1975.0,3.0,1.0,0.0,4.372857142857143,3.2
125,3,4,3,2408.0,3.0,1.0,0.0,2.713055555555556,2.77
126,3,3,3,1500.0,0.0,2.0,0.0,2.543333333333333,2.0
127,4,4,4,3130.0,3.0,1.0,0.0,4.372857142857143,6.1
128,3,3,3,2290.0,3.0,1.0,0.0,2.838395061728395,2.78
129,3,5,3,2343.0,3.0,1.0,0.0,4.32938775510204,5.2
130,3,4,3,2575.0,3.0,1.0,0.0,5.9,3.35
131,3,4,3,2450.0,3.0,1.0,0.0,2.838395061728395,3.51
132,4,4,4,2412.0,3.0,1.0,0.0,10.885384615384616,3.85
133,2,2,2,1631.0,3.0,1.0,0.0,5.483333333333333,3.4
134,3,3,3,1689.0,3.0,1.0,0.0,2.838395061728395,2.4
135,3,4,3,2408.0,3.0,1.0,0.0,2.713055555555556,2.89
136,4,5,4,2812.0,3.0,1.0,0.0,2.713055555555556,3.5
137,5,5,5,4850.0,3.0,1.0,0.0,7.19,11.51
138,2,2,2,1235.0,3.0,2.0,0.0,2.543333333333333,1.75
139,3,3,3,1887.0,3.0,1.0,0.0,8.432784810126583,3.4
140,3,3,3,2411.0,3.0,1.0,0.0,4.372857142857143,4.29
141,3,3,3,1430.0,1.0,1.0,0.0,4.98,1.75
142,3,3,3,2527.0,3.0,1.0,0.0,4.372857142857143,5.1
143,3,4,3,2698.0,3.0,1.0,0.0,4.372857142857143,5.35
144,4,4,4,2570.0,3.0,2.0,0.0,5.433,4.5
145,3,4,3,2590.0,1.0,1.0,0.0,7.19,7.0
146,3,3,3,1880.0,3.0,1.0,0.0,5.451621621621622,2.05
147,3,4,3,2000.0,3.0,1.0,0.0,2.667326732673267,2.4
148,2,2,2,1516.0,3.0,1.0,0.0,8.432784810126583,2.9
149,4,4,4,2200.0,3.0,1.0,0.0,10.175,4.25
150,4,5,4,2425.0,3.0,1.0,0.0,5.451621621621622,2.65
151,3,4,3,2858.0,0.0,2.0,0.0,4.715333333333334,6.58
152,3,2,3,1200.0,3.0,1.0,0.0,2.1133333333333333,1.45
153,3,4,3,2096.0,3.0,1.0,0.0,3.481333333333333,3.55
154,3,2,3,1682.0,3.0,1.0,0.0,9.31625,2.5
155,3,3,3,2187.0,1.0,1.0,0.0,9.550147058823528,6.45
156,3,3,3,1625.0,3.0,1.0,0.0,4.715333333333334,2.4
157,3,3,3,1750.0,3.0,1.0,0.0,1.145,1.68
158,3,3,3,1700.0,3.0,1.0,0.0,5.433,3.05
159,3,2,3,1389.0,3.0,1.0,0.0,2.838395061728395,1.97
160,2,2,2,1269.0,3.0,1.0,0.0,2.1345454545454543,1.31
161,3,4,3,2003.0,3.0,1.0,0.0,4.32938775510204,3.92
162,3,4,3,2092.0,3.0,1.0,0.0,3.7062857142857135,3.6
163,4,5,4,2599.0,1.0,1.0,0.0,2.713055555555556,3.6
164,3,3,3,2424.0,0.0,1.0,0.0,9.550147058823528,7.4
165,3,3,3,1689.0,3.0,1.0,0.0,2.838395061728395,2.55
166,3,4,3,2408.0,3.0,1.0,0.0,2.713055555555556,2.69
167,3,3,3,1712.0,3.0,1.0,0.0,3.042666666666667,2.55
168,3,4,3,2660.0,3.0,1.0,0.0,3.7062857142857135,3.55
169,2,2,2,1385.0,3.0,1.0,0.0,2.6783018867924526,1.53
170,3,4,3,1818.0,1.0,1.0,0.0,3.481333333333333,2.9
171,4,5,4,2410.0,3.0,1.0,0.0,8.949036144578313,4.1
172,4,4,4,2162.0,0.0,1.0,0.0,2.1133333333333333,1.85
173,3,3,3,1720.0,3.0,1.0,0.0,2.2664,2.19
174,3,3,3,1689.0,3.0,1.0,0.0,2.838395061728395,2.4
175,3,4,3,2343.0,3.0,1.0,0.0,4.32938775510204,5.1
176,3,3,3,1490.0,3.0,1.0,0.0,2.543333333333333,2.0
177,3,4,3,2696.0,0.0,1.0,0.0,2.973529411764705,5.85
178,3,4,3,1900.0,3.0,1.0,0.0,2.2664,2.5
179,4,4,4,3150.0,3.0,1.0,0.0,2.838395061728395,4.05
180,3,3,3,1689.0,3.0,1.0,0.0,2.838395061728395,2.51
181,3,3,3,1935.0,3.0,1.0,0.0,4.372857142857143,3.17
182,5,5,5,6500.0,3.0,1.0,0.0,5.9,8.25
183,4,4,4,4848.0,3.0,1.0,0.0,5.9,7.45
184,3,3,3,2054.0,3.0,1.0,0.0,8.432784810126583,3.85
185,3,3,3,1689.0,3.0,1.0,0.0,2.838395061728395,2.45
186,3,3,3,1437.0,3.0,1.0,0.0,2.246153846153846,1.8
187,4,4,4,2500.0,0.0,1.0,0.0,5.433,4.5
188,3,3,3,1689.0,3.0,1.0,0.0,2.838395061728395,2.49
189,4,5,4,2825.0,3.0,1.0,0.0,3.7062857142857135,4.73
190,3,4,3,2100.0,3.0,1.0,0.0,3.7062857142857135,3.49
191,2,2,2,1099.0,3.0,1.0,0.0,2.838395061728395,1.67
192,2,2,2,817.0,1.0,1.0,0.0,2.6783018867924526,2.21
193,4,4,4,4550.0,3.0,1.0,0.0,8.432784810126583,16.5
194,3,4,3,3525.0,3.0,1.0,0.0,8.432784810126583,13.0
195,4,5,4,2410.0,3.0,1.0,0.0,8.949036144578313,4.15
196,3,4,3,2660.0,3.0,1.0,0.0,3.7062857142857135,3.52
197,3,3,3,1811.0,3.0,1.0,0.0,2.6355,2.26
198,3,4,3,1889.0,3.0,1.0,0.0,2.667326732673267,2.5
199,3,2,3,1435.0,0.0,1.0,0.0,13.652424242424244,1.9
200,4,5,4,4739.0,3.0,1.0,0.0,5.9,8.0
201,3,3,3,1789.0,3.0,1.0,0.0,6.4413829787234045,3.25
202,4,4,4,6050.0,3.0,1.0,0.0,8.432784810126583,22.0
203,2,3,2,1261.0,3.0,1.0,0.0,8.432784810126583,2.4
204,2,2,2,1208.0,3.0,1.0,0.0,1.7808695652173914,1.4
205,3,3,3,1365.0,3.0,1.0,0.0,1.7808695652173914,1.6
206,3,3,3,1703.0,3.0,1.0,0.0,3.154516129032258,2.85
207,3,2,3,1389.0,3.0,1.0,0.0,2.838395061728395,2.0
208,3,3,3,2295.0,0.0,1.0,0.0,6.363809523809524,5.3
209,3,3,3,1983.0,3.0,1.0,0.0,2.543333333333333,2.4
210,4,4,4,2226.0,3.0,1.0,0.0,2.1133333333333333,1.85
211,3,2,3,1359.0,3.0,1.0,0.0,2.838395061728395,1.97
212,1,1,1,1361.0,0.0,1.0,0.0,9.550147058823528,2.75
213,3,3,3,2408.0,3.0,1.0,0.0,4.372857142857143,4.51
214,3,3,3,1890.0,3.0,1.0,0.0,2.2295238095238097,1.98
215,3,4,3,1900.0,3.0,1.0,0.0,2.2664,2.65
216,3,3,3,1850.0,3.0,1.0,0.0,8.13125,2.25
217,3,3,3,1827.0,3.0,1.0,0.0,2.667326732673267,2.9
218,4,4,4,2240.0,0.0,1.0,0.0,2.1133333333333333,1.7
219,3,2,3,1081.0,3.0,1.0,0.0,2.1345454545454543,1.05
220,2,2,2,1198.0,3.0,1.0,0.0,2.667326732673267,2.02
221,3,3,3,1889.0,3.0,1.0,0.0,2.667326732673267,2.55
222,3,4,3,1790.0,3.0,1.0,0.0,5.451621621621622,1.89
223,3,3,3,1500.0,1.0,1.0,0.0,4.587948717948718,3.1
224,3,4,3,2200.0,3.0,1.0,0.0,8.949036144578313,4.4
225,3,3,3,2780.0,3.0,1.0,0.0,3.950277777777778,3.7
226,3,5,3,1950.0,3.0,1.0,0.0,2.246153846153846,2.3
227,3,3,3,1829.0,1.0,1.0,0.0,2.713055555555556,2.6
228,3,3,3,2538.0,3.0,1.0,0.0,4.4023076923076925,4.85
229,3,3,3,1691.0,3.0,1.0,0.0,2.667326732673267,2.25
230,3,3,3,2802.0,3.0,1.0,0.0,5.9,4.69
231,3,3,3,2411.0,3.0,1.0,0.0,4.372857142857143,4.25
232,4,3,4,2425.0,3.0,1.0,0.0,3.950277777777778,2.2
233,4,5,4,3800.0,3.0,1.0,0.0,8.949036144578313,7.5
234,4,4,4,4548.0,3.0,1.0,0.0,2.667326732673267,6.0
235,3,3,3,1704.0,3.0,1.0,0.0,3.0326829268292683,2.32
236,3,4,3,1983.0,3.0,1.0,0.0,9.31625,3.18
237,4,4,4,3360.0,3.0,1.0,0.0,3.950277777777778,4.8
238,4,4,4,5800.0,1.0,1.0,0.0,4.98,8.5
239,3,4,3,2579.0,3.0,1.0,0.0,2.667326732673267,3.5
240,3,3,3,1950.0,3.0,1.0,0.0,8.949036144578313,4.0
241,2,2,2,1330.0,3.0,1.0,0.0,1.7971428571428572,1.7
242,4,4,4,2343.0,3.0,1.0,0.0,4.32938775510204,4.85
243,4,4,4,3890.0,3.0,1.0,0.0,7.19,9.69
244,3,3,3,1737.0,3.0,1.0,0.0,2.261428571428572,2.0
245,3,3,3,1832.0,3.0,1.0,0.0,3.154516129032258,2.4
246,3,4,3,1988.0,3.0,1.0,0.0,4.372857142857143,3.12
247,4,5,4,2940.0,0.0,1.0,0.0,10.055652173913044,4.35
248,3,3,3,1750.0,3.0,1.0,0.0,2.2295238095238097,1.85
249,3,3,3,3763.0,3.0,1.0,0.0,5.9,5.76
250,3,3,3,1750.0,3.0,1.0,0.0,9.683529411764706,2.55
251,4,4,4,4848.0,3.0,1.0,0.0,5.9,7.35
252,3,3,3,1760.0,3.0,1.0,0.0,2.261428571428572,2.1
253,2,2,2,1208.0,3.0,1.0,0.0,1.7808695652173914,1.35
254,2,2,2,1130.0,1.0,1.0,0.0,4.98,1.32
255,3,3,3,1430.0,1.0,1.0,0.0,4.98,1.73
256,4,5,4,2950.0,3.0,1.0,0.0,5.433,4.5
257,2,2,2,725.0,0.0,1.0,0.0,3.154516129032258,0.75
258,3,4,3,1955.0,3.0,1.0,0.0,4.587948717948718,3.45
259,4,6,4,3541.0,3.0,1.0,0.0,22.56153846153846,19.95
260,3,3,3,1600.0,1.0,1.0,0.0,3.042666666666667,2.5
261,3,4,3,2666.0,3.0,1.0,0.0,4.32938775510204,1.9
262,4,6,4,8684.0,0.0,1.0,0.0,9.550147058823528,35.0
263,2,2,2,1365.0,3.0,1.0,0.0,4.679047619047619,2.65
264,3,3,3,1800.0,3.0,1.0,0.0,4.715333333333334,2.5
265,3,4,3,2061.0,3.0,1.0,0.0,4.587948717948718,3.75
266,2,2,2,1381.0,3.0,1.0,0.0,4.32938775510204,3.1
267,4,5,4,2905.0,3.0,1.0,0.0,10.318928571428572,5.1
268,3,4,3,2358.0,3.0,1.0,0.0,4.372857142857143,4.65
269,3,3,3,1689.0,3.0,1.0,0.0,2.838395061728395,2.45
270,3,3,3,1872.0,3.0,1.0,0.0,8.949036144578313,3.52
271,4,3,4,2213.0,3.0,1.0,0.0,2.6355,2.7
272,3,5,3,1997.0,1.0,1.0,0.0,2.37,2.15
273,2,2,2,1565.0,3.0,1.0,0.0,3.154516129032258,2.49
274,2,2,2,1099.0,3.0,1.0,0.0,2.838395061728395,1.68
275,3,3,3,2780.0,3.0,1.0,0.0,3.950277777777778,4.17
276,2,2,2,903.0,3.0,1.0,0.0,2.667326732673267,1.5
277,3,3,3,1689.0,3.0,1.0,0.0,2.838395061728395,2.45
278,4,5,4,2812.0,3.0,1.0,0.0,2.713055555555556,3.4
279,2,2,2,1457.0,3.0,1.0,0.0,1.52,1.52
280,3,3,3,1626.0,3.0,1.0,0.0,3.042666666666667,2.7
281,4,5,4,2685.0,3.0,1.0,0.0,4.372857142857143,4.2
282,3,3,3,2200.0,3.0,1.0,0.0,8.949036144578313,4.3
283,3,3,3,2072.0,3.0,1.0,0.0,4.32938775510204,4.2
284,3,2,3,2400.0,3.0,1.0,0.0,4.372857142857143,5.5
285,3,3,3,2802.0,3.0,1.0,0.0,5.9,4.28
286,3,3,3,1818.0,3.0,1.0,0.0,3.481333333333333,2.67
287,3,3,3,1625.0,3.0,1.0,0.0,2.6783018867924526,2.65
288,3,3,3,1704.0,3.0,1.0,0.0,3.0326829268292683,2.25
289,4,5,4,2409.0,3.0,1.0,0.0,8.949036144578313,4.3
290,3,3,3,1689.0,3.0,1.0,0.0,2.667326732673267,2.35
291,3,3,3,1578.0,3.0,1.0,0.0,3.0326829268292683,2.32
292,2,2,2,1435.0,3.0,1.0,0.0,4.372857142857143,2.79
293,3,3,3,2160.0,3.0,1.0,0.0,5.451621621621622,2.25
294,3,4,3,2125.0,3.0,1.0,0.0,8.949036144578313,4.38
295,3,3,3,2129.0,1.0,1.0,0.0,2.713055555555556,2.95
296,3,3,3,1805.0,3.0,1.0,0.0,4.587948717948718,3.05
297,3,4,3,2045.0,3.0,1.0,0.0,4.679047619047619,3.85
298,3,4,3,2480.0,3.0,1.0,0.0,8.333333333333334,4.3
299,2,2,2,1498.0,3.0,1.0,0.0,2.1133333333333333,1.25
300,3,4,3,1450.0,3.0,1.0,0.0,3.3463636363636367,1.95
301,3,3,3,1965.0,3.0,1.0,0.0,4.372857142857143,3.1
302,2,2,2,1179.0,3.0,1.0,0.0,7.78,2.97
303,3,4,3,1935.0,3.0,1.0,0.0,4.372857142857143,2.99
304,1,1,1,600.0,3.0,1.0,0.0,4.152083333333334,1.0
305,4,6,4,4200.0,3.0,1.0,0.0,3.7062857142857135,5.5
306,3,4,3,1935.0,3.0,1.0,0.0,4.372857142857143,2.92
307,4,4,4,5219.0,3.0,1.0,0.0,8.432784810126583,12.1
308,4,4,4,4992.0,3.0,1.0,0.0,8.432784810126583,14.7
309,3,4,3,3464.0,3.0,1.0,0.0,8.432784810126583,8.66
310,4,4,4,4944.0,3.0,1.0,0.0,8.432784810126583,12.0
311,3,4,3,3702.0,3.0,1.0,0.0,8.432784810126583,9.0
312,3,3,3,1430.0,1.0,1.0,0.0,4.98,1.78
313,2,2,2,1260.0,3.0,1.0,0.0,1.7971428571428572,1.55
314,3,4,3,1877.0,3.0,1.0,0.0,9.31625,2.78
315,3,4,3,2350.0,3.0,1.0,0.0,3.154516129032258,4.0
316,5,5,5,3880.0,3.0,1.0,0.0,4.583333333333333,5.65
317,3,4,3,2092.0,3.0,1.0,0.0,3.7062857142857135,3.5
318,4,5,4,6365.0,3.0,1.0,0.0,8.432784810126583,16.5
319,4,5,4,2999.0,3.0,1.0,0.0,4.587948717948718,5.25
320,2,2,2,1414.0,3.0,1.0,0.0,3.154516129032258,2.12
321,3,4,3,2103.0,3.0,1.0,0.0,3.7062857142857135,3.67
322,3,3,3,2700.0,3.0,1.0,0.0,4.715333333333334,4.2
323,4,5,4,2625.0,3.0,1.0,0.0,10.318928571428572,4.75
324,3,5,3,2470.0,3.0,1.0,0.0,6.4425,5.4
325,7,8,7,11200.0,3.0,1.0,0.0,8.432784810126583,33.67
326,4,6,4,3541.0,3.0,1.0,0.0,22.56153846153846,18.5
327,3,3,3,1679.0,3.0,1.0,0.0,3.042666666666667,2.65
328,3,3,3,1889.0,3.0,1.0,0.0,2.667326732673267,2.6
329,3,3,3,2002.0,3.0,1.0,0.0,2.6783018867924526,3.1
330,4,5,4,6365.0,3.0,1.0,0.0,8.432784810126583,16.0
331,3,3,3,1950.0,3.0,1.0,0.0,8.949036144578313,3.9
332,3,3,3,1930.0,3.0,1.0,0.0,2.555897435897436,2.08
333,3,3,3,2061.0,3.0,1.0,0.0,4.587948717948718,3.65
334,2,2,2,1508.0,3.0,1.0,0.0,7.19,3.5
335,3,3,3,1889.0,3.0,1.0,0.0,2.667326732673267,2.55
336,3,3,3,1929.0,3.0,1.0,0.0,2.555897435897436,2.4
337,3,3,3,1822.0,3.0,1.0,0.0,3.3463636363636367,1.9
338,3,4,3,2092.0,3.0,1.0,0.0,3.7062857142857135,3.61
339,3,3,3,2588.0,1.0,1.0,0.0,7.19,5.5
340,2,2,2,1099.0,3.0,1.0,0.0,2.838395061728395,1.6
341,3,4,3,1935.0,3.0,1.0,0.0,4.372857142857143,3.15
342,3,3,3,2285.0,3.0,1.0,0.0,2.555897435897436,3.75
343,3,3,3,2103.0,3.0,1.0,0.0,3.7062857142857135,3.65
344,3,3,3,1626.0,3.0,1.0,0.0,3.042666666666667,2.6
345,3,4,3,2086.0,3.0,1.0,0.0,3.481333333333333,3.7
346,3,4,3,2075.0,3.0,1.0,0.0,3.950277777777778,2.38
347,4,4,4,2306.0,3.0,1.0,0.0,3.481333333333333,3.91
348,3,3,3,1815.0,3.0,1.0,0.0,9.31625,2.55
349,4,4,4,2562.0,3.0,1.0,0.0,4.587948717948718,5.0
350,2,2,2,1390.0,1.0,1.0,0.0,2.713055555555556,1.85
351,2,3,2,1524.0,3.0,1.0,0.0,4.679047619047619,2.8
352,2,2,2,1545.0,3.0,1.0,0.0,4.679047619047619,2.9
353,3,3,3,1811.0,3.0,1.0,0.0,2.6355,2.32
354,5,5,5,7800.0,1.0,1.0,0.0,9.683529411764706,10.5
355,4,4,4,6352.0,3.0,1.0,0.0,30.463636363636365,45.0
356,3,4,3,1877.0,3.0,1.0,0.0,9.31625,2.85
357,4,4,4,6400.0,3.0,1.0,0.0,26.53333333333333,44.0
358,3,3,3,1950.0,3.0,1.0,0.0,9.31625,3.2
359,3,3,3,2802.0,3.0,1.0,0.0,5.9,4.54
360,3,4,3,2120.0,3.0,1.0,0.0,2.1133333333333333,2.48
361,4,6,4,3100.0,3.0,1.0,0.0,22.56153846153846,17.5
362,4,4,4,2050.0,1.0,1.0,0.0,2.1133333333333333,1.7
363,4,5,4,2230.0,3.0,1.0,0.0,1.472,1.61
364,3,3,3,1625.0,3.0,1.0,0.0,2.6783018867924526,2.55
365,3,4,3,2002.0,3.0,1.0,0.0,2.6783018867924526,3.14
366,3,3,3,1241.0,3.0,1.0,0.0,2.2664,1.95
367,3,3,3,1751.0,3.0,1.0,0.0,2.1345454545454543,1.85
368,4,5,4,3650.0,3.0,1.0,0.0,8.949036144578313,8.0
369,3,4,3,1900.0,3.0,1.0,0.0,2.2664,2.35
370,3,4,3,3525.0,3.0,1.0,0.0,8.432784810126583,12.0
371,4,5,4,6050.0,3.0,1.0,0.0,8.432784810126583,24.0
372,4,4,4,6050.0,3.0,1.0,0.0,8.432784810126583,22.0
373,3,4,3,3525.0,3.0,1.0,0.0,8.432784810126583,12.75
374,3,4,3,3898.0,3.0,1.0,0.0,8.432784810126583,10.0
375,3,4,3,2045.0,3.0,1.0,0.0,4.679047619047619,3.95
376,3,3,3,2095.0,3.0,1.0,0.0,6.363809523809524,5.2
377,4,4,4,6050.0,3.0,1.0,0.0,8.432784810126583,20.0
378,4,4,4,3250.0,3.0,1.0,0.0,5.1000000000000005,4.15
379,3,3,3,1889.0,3.0,1.0,0.0,2.667326732673267,2.6
380,3,3,3,1737.0,3.0,1.0,0.0,2.261428571428572,2.14
381,3,3,3,1869.0,3.0,1.0,0.0,9.550147058823528,5.05
382,3,4,3,2660.0,3.0,1.0,0.0,3.7062857142857135,3.45
383,3,3,3,1910.0,3.0,1.0,0.0,1.7808695652173914,1.62
384,3,2,3,1359.0,3.0,1.0,0.0,2.838395061728395,1.86
385,3,4,3,2150.0,3.0,1.0,0.0,3.154516129032258,3.15
386,3,3,3,1359.0,3.0,1.0,0.0,2.838395061728395,1.95
387,3,4,3,2630.0,3.0,1.0,0.0,9.31625,3.55
388,4,5,4,3931.0,3.0,1.0,0.0,9.550147058823528,14.5
389,3,4,3,2187.0,3.0,1.0,0.0,9.550147058823528,6.55
390,3,4,3,1920.0,3.0,1.0,0.0,6.513333333333333,2.5
391,3,3,3,1760.0,0.0,1.0,0.0,2.6783018867924526,1.79
392,3,3,3,2015.0,3.0,1.0,0.0,4.587948717948718,3.4
393,2,2,2,1205.0,3.0,1.0,0.0,2.1345454545454543,1.42
394,3,3,3,1789.0,3.0,1.0,0.0,6.4413829787234045,2.49
395,3,3,3,2575.0,3.0,1.0,0.0,2.667326732673267,3.4
396,4,4,4,4200.0,1.0,1.0,0.0,22.56153846153846,14.35
397,3,3,3,1902.0,1.0,1.0,0.0,8.949036144578313,4.15
398,4,4,4,4500.0,3.0,1.0,0.0,10.318928571428572,8.5
399,2,2,2,1125.0,1.0,1.0,0.0,2.6783018867924526,1.25
400,3,4,3,2475.0,3.0,1.0,0.0,3.154516129032258,4.3
401,3,3,3,1889.0,3.0,1.0,0.0,2.667326732673267,2.7
402,3,4,3,2650.0,3.0,1.0,0.0,2.81625,3.05
403,4,6,4,3495.0,3.0,1.0,0.0,6.4425,8.5
404,4,5,4,3150.0,3.0,1.0,0.0,9.683529411764706,4.25
405,4,4,4,3198.0,3.0,1.0,0.0,2.667326732673267,3.9
406,2,2,2,1349.0,3.0,1.0,0.0,2.667326732673267,2.15
407,3,3,3,2129.0,1.0,1.0,0.0,2.713055555555556,2.9
408,3,3,3,1689.0,3.0,1.0,0.0,2.667326732673267,2.35
409,3,3,3,1852.0,3.0,1.0,0.0,2.667326732673267,2.9
410,4,4,4,2864.0,3.0,1.0,0.0,3.7062857142857135,4.95
411,3,3,3,1929.0,3.0,1.0,0.0,2.555897435897436,2.5
412,2,3,2,2441.0,3.0,1.0,0.0,5.9,4.19
413,3,3,3,1494.0,3.0,1.0,0.0,1.7808695652173914,1.6
414,3,3,3,2150.0,3.0,1.0,0.0,4.152083333333334,2.5
415,2,2,2,1208.0,3.0,1.0,0.0,1.7808695652173914,1.36
416,4,5,4,2635.0,3.0,1.0,0.0,4.372857142857143,4.15
417,3,4,3,1920.0,3.0,1.0,0.0,8.949036144578313,2.77
418,3,3,3,1578.0,3.0,1.0,0.0,3.0326829268292683,2.35
419,4,4,4,2438.0,3.0,1.0,0.0,3.042666666666667,4.55
420,3,4,3,1645.0,3.0,1.0,0.0,2.713055555555556,1.6
421,4,5,4,3400.0,3.0,1.0,0.0,4.583333333333333,4.98
422,3,3,3,1889.0,3.0,1.0,0.0,2.667326732673267,2.55
423,3,2,3,1389.0,3.0,1.0,0.0,2.838395061728395,2.05
424,3,3,3,2095.0,3.0,1.0,0.0,6.363809523809524,5.1
425,3,3,3,2048.0,3.0,1.0,0.0,4.372857142857143,3.63
426,4,5,4,3341.0,3.0,1.0,0.0,4.372857142857143,6.3
427,4,4,4,2872.0,3.0,1.0,0.0,3.7062857142857135,4.78
428,4,5,4,2400.0,3.0,1.0,0.0,3.0326829268292683,2.78
429,4,5,4,2400.0,3.0,1.0,0.0,3.0326829268292683,2.85
430,2,2,2,1425.0,3.0,1.0,0.0,2.1345454545454543,1.35
431,3,4,3,2290.0,3.0,1.0,0.0,2.838395061728395,2.9
432,3,3,3,2780.0,3.0,1.0,0.0,3.950277777777778,3.76
433,4,5,4,2400.0,3.0,1.0,0.0,3.0326829268292683,2.72
434,3,3,3,1703.0,3.0,1.0,0.0,3.154516129032258,2.88
435,2,2,2,1262.0,3.0,1.0,0.0,3.154516129032258,2.2
436,3,3,3,1855.0,3.0,1.0,0.0,2.6783018867924526,2.85
437,4,4,4,2610.0,1.0,1.0,0.0,6.720000000000001,8.0
438,4,5,4,3400.0,3.0,1.0,0.0,4.583333333333333,4.85
439,3,4,3,2100.0,3.0,1.0,0.0,9.683529411764706,3.21
440,3,3,3,2427.0,3.0,1.0,0.0,4.372857142857143,4.7
441,3,4,3,1955.0,3.0,1.0,0.0,9.683529411764706,3.12
442,2,2,2,1366.0,3.0,1.0,0.0,2.6783018867924526,2.15
443,3,3,3,1527.0,3.0,1.0,0.0,2.1345454545454543,1.76
