,property_name,bedroom,bathroom,configuration,area,area_type,facing,age_possession,property_type,price_cr,sector_encoded,Luxury_category,Floor_category
73,Sector 109,3,3,3,1750.0,Super Built-up,Unknown,Ready To Move,Flat,2.14,9.683529411764706,Low,Low Floor
74,Sector 107,2,2,2,1534.0,Built-up,East,Ready To Move,Flat,1.8,1.655,Low,High Floor
75,Sector 61,3,3,3,1680.0,Super Built-up,North-East,Ready To Move,Flat,2.52,3.042666666666667,Low,Low Floor
76,Sector 36A,3,3,3,2844.0,Super Built-up,Unknown,Under Construction,Flat,6.2,4.4023076923076925,Low,Low Floor
77,Sector 112,3,3,3,3763.0,Super Built-up,Unknown,Ready To Move,Flat,5.72,5.9,Low,Low Floor
78,Sector 108,3,4,3,2003.0,Super Built-up,Unknown,Ready To Move,Flat,3.98,4.32938775510204,Low,Low Floor
79,Nirvana Country,3,4,3,1877.0,Super Built-up,Unknown,Ready To Move,Flat,2.67,9.31625,Low,High Floor
80,Sector 81,3,4,3,2092.0,Super Built-up,North,Ready To Move,Flat,3.53,3.7062857142857135,Low,Low Floor
81,Sector 102,3,3,3,1699.0,Carpet,Unknown,Ready To Move,Flat,2.35,2.667326732673267,Low,High Floor
82,Sector 77,3,3,3,2020.0,Carpet,Unknown,Ready To Move,Flat,3.5,3.3463636363636367,Low,Low Floor
83,Sector 108,3,3,3,2072.0,Super Built-up,East,Ready To Move,Flat,4.2,4.32938775510204,Low,Low Floor
84,Sector 106,3,3,3,1855.0,Super Built-up,North-East,Ready To Move,Flat,2.9,2.6783018867924526,Low,Mid Floor
85,Sector 63,4,4,4,2315.0,Carpet,East,Ready To Move,Flat,7.1,8.92,Low,Low Floor
86,Sector 86,3,3,3,1930.0,Super Built-up,Unknown,Ready To Move,Flat,2.25,2.555897435897436,Low,Low Floor
87,Sector 81,3,4,3,2092.0,Super Built-up,North,Ready To Move,Flat,3.68,3.7062857142857135,Low,Low Floor
88,Sector 86,3,2,3,1480.0,Super Built-up,East,Ready To Move,Flat,2.2,2.555897435897436,Low,Low Floor
89,Sector 82A,3,3,3,1799.0,Super Built-up,Unknown,Ready To Move,Flat,2.72,3.481333333333333,High,Low Floor
90,Sector 67,4,4,4,3130.0,Super Built-up,East,Ready To Move,Flat,6.2,4.372857142857143,Low,High Floor
91,sector 58,4,5,4,2900.0,Super Built-up,East,Ready To Move,Flat,8.25,5.483333333333333,Low,High Floor
92,Sector 67,3,4,3,1935.0,Super Built-up,Unknown,Ready To Move,Flat,2.9,4.372857142857143,Low,High Floor
93,Sector 60,2,3,2,1524.0,Super Built-up,Unknown,Ready To Move,Flat,2.85,4.679047619047619,Low,Low Floor
94,Sector 88A,3,4,3,2142.0,Super Built-up,North-East,Ready To Move,Flat,2.75,2.35,Medium,Mid Floor
95,Sector 103,3,4,3,2243.0,Super Built-up,Unknown,Under Construction,Flat,4.26,3.9275,Medium,Low Floor
96,Sector 76,3,3,3,1628.0,Super Built-up,Unknown,Under Construction,Flat,2.45,1.0922222222222222,Low,Low Floor
97,Sector 65,2,2,2,1516.0,Super Built-up,Unknown,Ready To Move,Flat,2.78,8.432784810126583,Low,Low Floor
98,Sector 66,4,5,4,2410.0,Super Built-up,East,Ready To Move,Flat,4.0,8.949036144578313,Low,Low Floor
99,Sector 92,3,4,3,2120.0,Super Built-up,Unknown,Ready To Move,Flat,2.6,2.1133333333333333,Low,Low Floor
100,Gwal Pahari,3,3,3,1430.0,Carpet,North,Ready To Move,Flat,1.76,4.98,Low,Low Floor
101,Sector 81,3,3,3,2100.0,Super Built-up,North-East,Ready To Move,Flat,3.6,3.7062857142857135,Low,Mid Floor
102,Sector 67,4,5,4,2847.0,Super Built-up,East,Ready To Move,Flat,5.8,4.372857142857143,Low,Mid Floor
103,Sector 85,3,4,3,2129.0,Carpet,Unknown,Ready To Move,Flat,2.94,2.713055555555556,Low,Low Floor
104,Sector 109,4,5,4,3150.0,Super Built-up,Unknown,Ready To Move,Flat,3.8,9.683529411764706,Low,Low Floor
105,Sector 102,3,4,3,2000.0,Super Built-up,North-East,Ready To Move,Flat,2.4,2.667326732673267,Low,Low Floor
106,Sector 69,4,4,4,2010.0,Super Built-up,Unknown,Ready To Move,Flat,3.6,3.0326829268292683,Medium,Mid Floor
107,Sector 66,4,5,4,3800.0,Super Built-up,East,Ready To Move,Flat,7.0,8.949036144578313,Low,Mid Floor
108,Sector 67,4,4,4,2847.0,Super Built-up,East,Ready To Move,Flat,5.69,4.372857142857143,Low,Low Floor
109,Sector 47,4,4,4,3000.0,Built-up,Unknown,Ready To Move,Flat,2.91,6.4425,Medium,Low Floor
110,Sector 89,3,3,3,2529.0,Super Built-up,Unknown,Under Construction,Flat,3.98,1.7808695652173914,Low,Low Floor
111,Sector 112,3,3,3,3763.0,Super Built-up,Unknown,Ready To Move,Flat,5.78,5.9,Low,Low Floor
112,Sector 108,3,3,3,1711.0,Super Built-up,Unknown,Ready To Move,Flat,3.5,4.32938775510204,Low,High Floor
113,Sector 56,4,4,4,1950.0,Super Built-up,North,Ready To Move,Flat,3.5,4.152083333333334,Low,Mid Floor
114,Sector 66,4,5,4,2410.0,Super Built-up,North-East,Ready To Move,Flat,4.1,8.949036144578313,Low,Low Floor
115,Sector 37D,3,3,3,2623.0,Super Built-up,Unknown,Under Construction,Flat,4.05,2.6355,Low,Mid Floor
116,Sector 108,3,3,3,2423.0,Super Built-up,East,Ready To Move,Flat,4.5,4.32938775510204,Low,Low Floor
117,Sector 88A,2,2,2,1498.0,Super Built-up,North-East,Ready To Move,Flat,1.65,2.35,Low,Low Floor
118,Sector 47,4,6,4,3125.0,Super Built-up,Unknown,Ready To Move,Flat,7.47,6.4425,Low,High Floor
119,Sector 1A IMT Manesar,3,4,3,1845.0,Super Built-up,East,Ready To Move,Flat,1.45,1.472,Low,High Floor
120,Sector 60,3,4,3,2045.0,Super Built-up,East,Ready To Move,Flat,4.05,4.679047619047619,Low,Mid Floor
121,Sector 104,3,3,3,1689.0,Super Built-up,Unknown,Ready To Move,Flat,2.41,2.838395061728395,Low,High Floor
122,Sector 62,4,4,4,3890.0,Super Built-up,Unknown,Ready To Move,Flat,10.0,7.19,High,High Floor
123,DLF Phase 3,4,4,4,4500.0,Carpet,Unknown,Ready To Move,Flat,7.5,10.885384615384616,Low,Low Floor
124,Sector 67,3,4,3,1975.0,Super Built-up,Unknown,Ready To Move,Flat,3.2,4.372857142857143,Low,Mid Floor
125,Sector 85,3,4,3,2408.0,Super Built-up,East,Ready To Move,Flat,2.77,2.713055555555556,Low,Low Floor
126,Sector 79,3,3,3,1500.0,Built-up,North,Under Construction,Flat,2.0,2.543333333333333,Medium,Low Floor
127,Sector 67,4,4,4,3130.0,Super Built-up,Unknown,Ready To Move,Flat,6.1,4.372857142857143,Low,Low Floor
128,Sector 104,3,3,3,2290.0,Super Built-up,North-East,Ready To Move,Flat,2.78,2.838395061728395,Low,Low Floor
129,Sector 108,3,5,3,2343.0,Super Built-up,Unknown,Ready To Move,Flat,5.2,4.32938775510204,Low,Low Floor
130,Sector 112,3,4,3,2575.0,Super Built-up,Unknown,Ready To Move,Flat,3.35,5.9,Low,High Floor
131,Sector 104,3,4,3,2450.0,Super Built-up,East,Ready To Move,Flat,3.51,2.838395061728395,Low,Low Floor
132,DLF Phase 3,4,4,4,2412.0,Super Built-up,North,Ready To Move,Flat,3.85,10.885384615384616,Low,Low Floor
133,sector 58,2,2,2,1631.0,Super Built-up,Unknown,Ready To Move,Flat,3.4,5.483333333333333,Low,Low Floor
134,Sector 104,3,3,3,1689.0,Super Built-up,North,Ready To Move,Flat,2.4,2.838395061728395,Low,Low Floor
135,Sector 85,3,4,3,2408.0,Super Built-up,East,Ready To Move,Flat,2.89,2.713055555555556,Low,Mid Floor
136,Sector 85,4,5,4,2812.0,Super Built-up,East,Ready To Move,Flat,3.5,2.713055555555556,Low,Mid Floor
137,Sector 62,5,5,5,4850.0,Super Built-up,North,Ready To Move,Flat,11.51,7.19,Low,Low Floor
138,Sector 79,2,2,2,1235.0,Super Built-up,Unknown,Under Construction,Flat,1.75,2.543333333333333,Low,Low Floor
139,Sector 65,3,3,3,1887.0,Super Built-up,Unknown,Ready To Move,Flat,3.4,8.432784810126583,Low,High Floor
140,Sector 67,3,3,3,2411.0,Super Built-up,East,Ready To Move,Flat,4.29,4.372857142857143,Low,Low Floor
141,Gwal Pahari,3,3,3,1430.0,Carpet,Unknown,Ready To Move,Flat,1.75,4.98,Low,Low Floor
142,Sector 67,3,3,3,2527.0,Super Built-up,Unknown,Ready To Move,Flat,5.1,4.372857142857143,Low,Mid Floor
143,Sector 67,3,4,3,2698.0,Super Built-up,Unknown,Ready To Move,Flat,5.35,4.372857142857143,Low,Mid Floor
144,Sector 111,4,4,4,2570.0,Super Built-up,Unknown,Under Construction,Flat,4.5,5.433,Low,High Floor
145,Sector 62,3,4,3,2590.0,Carpet,Unknown,Ready To Move,Flat,7.0,7.19,Low,Low Floor
146,Sector 82,3,3,3,1880.0,Super Built-up,East,Ready To Move,Flat,2.05,5.451621621621622,Medium,Low Floor
147,Sector 102,3,4,3,2000.0,Super Built-up,North-East,Ready To Move,Flat,2.4,2.667326732673267,Low,Mid Floor
148,Sector 65,2,2,2,1516.0,Super Built-up,Unknown,Ready To Move,Flat,2.9,8.432784810126583,Low,Mid Floor
149,Sector 50,4,4,4,2200.0,Super Built-up,Unknown,Ready To Move,Flat,4.25,10.175,Low,Low Floor
150,Sector 82,4,5,4,2425.0,Super Built-up,North-East,Ready To Move,Flat,2.65,5.451621621621622,Low,Low Floor
151,Sector 63A,3,4,3,2858.0,Built-up,North-East,Under Construction,Flat,6.58,4.715333333333334,Low,Low Floor
152,Sector 92,3,2,3,1200.0,Super Built-up,Unknown,Ready To Move,Flat,1.45,2.1133333333333333,Low,Low Floor
153,Sector 82A,3,4,3,2096.0,Super Built-up,North-East,Ready To Move,Flat,3.55,3.481333333333333,Low,Mid Floor
154,Nirvana Country,3,2,3,1682.0,Super Built-up,Unknown,Ready To Move,Flat,2.5,9.31625,Low,Low Floor
155,Sector 48,3,3,3,2187.0,Carpet,North,Ready To Move,Flat,6.45,9.550147058823528,Low,Low Floor
156,Sector 63A,3,3,3,1625.0,Super Built-up,Unknown,Ready To Move,Flat,2.4,4.715333333333334,Medium,Low Floor
157,Sector 95,3,3,3,1750.0,Super Built-up,North,Ready To Move,Flat,1.68,1.145,Low,High Floor
158,Sector 111,3,3,3,1700.0,Super Built-up,West,Ready To Move,Flat,3.05,5.433,Low,Low Floor
159,Sector 104,3,2,3,1389.0,Super Built-up,North-East,Ready To Move,Flat,1.97,2.838395061728395,Low,Low Floor
160,Sohna,2,2,2,1269.0,Super Built-up,North,Ready To Move,Flat,1.31,2.1345454545454543,Low,High Floor
161,Sector 108,3,4,3,2003.0,Super Built-up,North-East,Ready To Move,Flat,3.92,4.32938775510204,Low,High Floor
162,Sector 81,3,4,3,2092.0,Super Built-up,North,Ready To Move,Flat,3.6,3.7062857142857135,Low,Low Floor
163,Sector 85,4,5,4,2599.0,Carpet,Unknown,Ready To Move,Flat,3.6,2.713055555555556,Low,High Floor
164,Sector 48,3,3,3,2424.0,Built-up,Unknown,Ready To Move,Flat,7.4,9.550147058823528,Low,High Floor
165,Sector 104,3,3,3,1689.0,Super Built-up,Unknown,Ready To Move,Flat,2.55,2.838395061728395,Low,Low Floor
166,Sector 85,3,4,3,2408.0,Super Built-up,Unknown,Ready To Move,Flat,2.69,2.713055555555556,Low,High Floor
167,Sector 61,3,3,3,1712.0,Super Built-up,East,Ready To Move,Flat,2.55,3.042666666666667,Low,Low Floor
168,Sector 81,3,4,3,2660.0,Super Built-up,East,Ready To Move,Flat,3.55,3.7062857142857135,Low,Low Floor
169,Sector 106,2,2,2,1385.0,Super Built-up,Unknown,Ready To Move,Flat,1.53,2.6783018867924526,Low,Low Floor
170,Sector 82A,3,4,3,1818.0,Carpet,East,Ready To Move,Flat,2.9,3.481333333333333,Low,High Floor
171,Sector 66,4,5,4,2410.0,Super Built-up,Unknown,Ready To Move,Flat,4.1,8.949036144578313,Low,Low Floor
172,Sector 92,4,4,4,2162.0,Built-up,East,Ready To Move,Flat,1.85,2.1133333333333333,Low,High Floor
173,Sector 83,3,3,3,1720.0,Super Built-up,Unknown,Ready To Move,Flat,2.19,2.2664,High,High Floor
174,Sector 104,3,3,3,1689.0,Super Built-up,Unknown,Ready To Move,Flat,2.4,2.838395061728395,Low,Low Floor
175,Sector 108,3,4,3,2343.0,Super Built-up,Unknown,Ready To Move,Flat,5.1,4.32938775510204,Low,Low Floor
176,Sector 79,3,3,3,1490.0,Super Built-up,East,Ready To Move,Flat,2.0,2.543333333333333,Low,Low Floor
177,Sector 67A,3,4,3,2696.0,Built-up,Unknown,Ready To Move,Flat,5.85,2.973529411764705,Low,Low Floor
178,Sector 83,3,4,3,1900.0,Super Built-up,East,Ready To Move,Flat,2.5,2.2664,Low,Low Floor
179,Sector 104,4,4,4,3150.0,Super Built-up,Unknown,Ready To Move,Flat,4.05,2.838395061728395,Low,Low Floor
180,Sector 104,3,3,3,1689.0,Super Built-up,East,Ready To Move,Flat,2.51,2.838395061728395,Low,Mid Floor
181,Sector 67,3,3,3,1935.0,Super Built-up,Unknown,Ready To Move,Flat,3.17,4.372857142857143,Low,Low Floor
182,Sector 112,5,5,5,6500.0,Super Built-up,Unknown,Ready To Move,Flat,8.25,5.9,Low,Low Floor
183,Sector 112,4,4,4,4848.0,Super Built-up,Unknown,Ready To Move,Flat,7.45,5.9,Low,Low Floor
184,Sector 65,3,3,3,2054.0,Super Built-up,North,Ready To Move,Flat,3.85,8.432784810126583,Low,High Floor
185,Sector 104,3,3,3,1689.0,Super Built-up,North-East,Ready To Move,Flat,2.45,2.838395061728395,Low,High Floor
186,Sector 70,3,3,3,1437.0,Super Built-up,Unknown,Ready To Move,Flat,1.8,2.246153846153846,Low,Low Floor
187,Sector 111,4,4,4,2500.0,Built-up,Unknown,Ready To Move,Flat,4.5,5.433,High,High Floor
188,Sector 104,3,3,3,1689.0,Super Built-up,East,Ready To Move,Flat,2.49,2.838395061728395,Low,Mid Floor
189,Sector 81,4,5,4,2825.0,Super Built-up,Unknown,Ready To Move,Flat,4.73,3.7062857142857135,Low,Low Floor
190,Sector 81,3,4,3,2100.0,Super Built-up,Unknown,Ready To Move,Flat,3.49,3.7062857142857135,Low,Low Floor
191,Sector 104,2,2,2,1099.0,Super Built-up,North-East,Ready To Move,Flat,1.67,2.838395061728395,Low,Mid Floor
192,Sector 106,2,2,2,817.0,Carpet,North,Ready To Move,Flat,2.21,2.6783018867924526,Low,High Floor
193,Sector 65,4,4,4,4550.0,Super Built-up,East,Ready To Move,Flat,16.5,8.432784810126583,Low,Low Floor
194,Sector 65,3,4,3,3525.0,Super Built-up,Unknown,Ready To Move,Flat,13.0,8.432784810126583,Low,Low Floor
195,Sector 66,4,5,4,2410.0,Super Built-up,East,Ready To Move,Flat,4.15,8.949036144578313,Low,Low Floor
196,Sector 81,3,4,3,2660.0,Super Built-up,Unknown,Ready To Move,Flat,3.52,3.7062857142857135,Low,High Floor
197,Sector 37D,3,3,3,1811.0,Super Built-up,East,Ready To Move,Flat,2.26,2.6355,Low,Mid Floor
198,Sector 102,3,4,3,1889.0,Super Built-up,North-East,Ready To Move,Flat,2.5,2.667326732673267,Low,High Floor
199,Sector 33,3,2,3,1435.0,Built-up,Unknown,Ready To Move,Flat,1.9,13.652424242424244,Low,Low Floor
200,Sector 112,4,5,4,4739.0,Super Built-up,West,Ready To Move,Flat,8.0,5.9,Low,Mid Floor
201,Sector-33 Sohna,3,3,3,1789.0,Super Built-up,North-East,Ready To Move,Flat,3.25,6.4413829787234045,Low,Low Floor
202,Sector 65,4,4,4,6050.0,Super Built-up,East,Ready To Move,Flat,22.0,8.432784810126583,Low,Low Floor
203,Sector 65,2,3,2,1261.0,Super Built-up,East,Ready To Move,Flat,2.4,8.432784810126583,Low,High Floor
204,Sector 89,2,2,2,1208.0,Super Built-up,North-East,Ready To Move,Flat,1.4,1.7808695652173914,Low,Low Floor
205,Sector 89,3,3,3,1365.0,Super Built-up,North,Ready To Move,Flat,1.6,1.7808695652173914,Low,Mid Floor
206,Sector 70A,3,3,3,1703.0,Super Built-up,North-East,Ready To Move,Flat,2.85,3.154516129032258,Low,High Floor
207,Sector 104,3,2,3,1389.0,Super Built-up,North,Ready To Move,Flat,2.0,2.838395061728395,Low,High Floor
208,Sector 59,3,3,3,2295.0,Built-up,East,Ready To Move,Flat,5.3,6.363809523809524,Low,Low Floor
209,Sector 79,3,3,3,1983.0,Super Built-up,East,Ready To Move,Flat,2.4,2.543333333333333,Low,High Floor
210,Sector 92,4,4,4,2226.0,Super Built-up,East,Ready To Move,Flat,1.85,2.1133333333333333,Low,High Floor
211,Sector 104,3,2,3,1359.0,Super Built-up,North-East,Ready To Move,Flat,1.97,2.838395061728395,Low,High Floor
212,Sector 48,1,1,1,1361.0,Built-up,Unknown,Ready To Move,Flat,2.75,9.550147058823528,Low,Low Floor
213,Sector 67,3,3,3,2408.0,Super Built-up,Unknown,Ready To Move,Flat,4.51,4.372857142857143,Low,Low Floor
214,Sector 84,3,3,3,1890.0,Super Built-up,East,Ready To Move,Flat,1.98,2.2295238095238097,Low,Low Floor
215,Sector 83,3,4,3,1900.0,Super Built-up,North,Ready To Move,Flat,2.65,2.2664,Medium,Low Floor
216,Sector 55,3,3,3,1850.0,Super Built-up,North,Ready To Move,Flat,2.25,8.13125,Low,Low Floor
217,Sector 102,3,3,3,1827.0,Super Built-up,East,Ready To Move,Flat,2.9,2.667326732673267,Low,High Floor
218,Sector 92,4,4,4,2240.0,Built-up,Unknown,Ready To Move,Flat,1.7,2.1133333333333333,Low,Low Floor
219,Sohna,3,2,3,1081.0,Super Built-up,Unknown,Ready To Move,Flat,1.05,2.1345454545454543,Low,Low Floor
220,Sector 102,2,2,2,1198.0,Super Built-up,Unknown,Ready To Move,Flat,2.02,2.667326732673267,Low,Low Floor
221,Sector 102,3,3,3,1889.0,Super Built-up,East,Ready To Move,Flat,2.55,2.667326732673267,Low,Low Floor
222,Sector 82,3,4,3,1790.0,Super Built-up,West,Ready To Move,Flat,1.89,5.451621621621622,Low,High Floor
223,Sector 49,3,3,3,1500.0,Carpet,Unknown,Ready To Move,Flat,3.1,4.587948717948718,Low,Low Floor
224,Sector 66,3,4,3,2200.0,Super Built-up,North-East,Ready To Move,Flat,4.4,8.949036144578313,Low,Low Floor
225,Sector 99,3,3,3,2780.0,Super Built-up,North-East,Ready To Move,Flat,3.7,3.950277777777778,Low,Low Floor
226,Sector 70,3,5,3,1950.0,Super Built-up,East,Ready To Move,Flat,2.3,2.246153846153846,Low,Low Floor
227,Sector 85,3,3,3,1829.0,Carpet,Unknown,Ready To Move,Flat,2.6,2.713055555555556,Low,Mid Floor
228,Sector 36A,3,3,3,2538.0,Super Built-up,Unknown,Ready To Move,Flat,4.85,4.4023076923076925,Low,High Floor
229,Sector 102,3,3,3,1691.0,Super Built-up,Unknown,Ready To Move,Flat,2.25,2.667326732673267,Low,High Floor
230,Sector 112,3,3,3,2802.0,Super Built-up,East,Ready To Move,Flat,4.69,5.9,Low,Low Floor
231,Sector 67,3,3,3,2411.0,Super Built-up,Unknown,Ready To Move,Flat,4.25,4.372857142857143,Low,Low Floor
232,Sector 99,4,3,4,2425.0,Super Built-up,North,Ready To Move,Flat,2.2,3.950277777777778,Low,Mid Floor
233,Sector 66,4,5,4,3800.0,Super Built-up,West,Ready To Move,Flat,7.5,8.949036144578313,Low,Low Floor
234,Sector 102,4,4,4,4548.0,Super Built-up,Unknown,Ready To Move,Flat,6.0,2.667326732673267,Low,Low Floor
235,Sector 69,3,3,3,1704.0,Super Built-up,North,Ready To Move,Flat,2.32,3.0326829268292683,Low,High Floor
236,Nirvana Country,3,4,3,1983.0,Super Built-up,East,Ready To Move,Flat,3.18,9.31625,Low,Low Floor
237,Sector 99,4,4,4,3360.0,Super Built-up,Unknown,Ready To Move,Flat,4.8,3.950277777777778,Low,Low Floor
238,Gwal Pahari,4,4,4,5800.0,Carpet,East,Ready To Move,Flat,8.5,4.98,Low,Low Floor
239,Sector 102,3,4,3,2579.0,Super Built-up,Unknown,Ready To Move,Flat,3.5,2.667326732673267,Low,High Floor
240,Sector 66,3,3,3,1950.0,Super Built-up,North,Ready To Move,Flat,4.0,8.949036144578313,Low,Mid Floor
241,Sector 68,2,2,2,1330.0,Super Built-up,North,Ready To Move,Flat,1.7,1.7971428571428572,Low,High Floor
242,Sector 108,4,4,4,2343.0,Super Built-up,Unknown,Ready To Move,Flat,4.85,4.32938775510204,Low,Low Floor
243,Sector 62,4,4,4,3890.0,Super Built-up,North,Ready To Move,Flat,9.69,7.19,Low,High Floor
244,Sector 90,3,3,3,1737.0,Super Built-up,Unknown,Ready To Move,Flat,2.0,2.261428571428572,Low,Low Floor
245,Sector 70A,3,3,3,1832.0,Super Built-up,Unknown,Ready To Move,Flat,2.4,3.154516129032258,High,Low Floor
246,Sector 67,3,4,3,1988.0,Super Built-up,East,Ready To Move,Flat,3.12,4.372857142857143,Low,Mid Floor
247,Malibu Town,4,5,4,2940.0,Built-up,Unknown,Ready To Move,Flat,4.35,10.055652173913044,Low,Low Floor
248,Sector 84,3,3,3,1750.0,Super Built-up,Unknown,Ready To Move,Flat,1.85,2.2295238095238097,Low,Low Floor
249,Sector 112,3,3,3,3763.0,Super Built-up,Unknown,Ready To Move,Flat,5.76,5.9,Low,Low Floor
250,Sector 109,3,3,3,1750.0,Super Built-up,Unknown,Ready To Move,Flat,2.55,9.683529411764706,Low,Low Floor
251,Sector 112,4,4,4,4848.0,Super Built-up,Unknown,Ready To Move,Flat,7.35,5.9,Low,Low Floor
252,Sector 90,3,3,3,1760.0,Super Built-up,East,Ready To Move,Flat,2.1,2.261428571428572,Medium,High Floor
253,Sector 89,2,2,2,1208.0,Super Built-up,North,Ready To Move,Flat,1.35,1.7808695652173914,Low,Mid Floor
254,Gwal Pahari,2,2,2,1130.0,Carpet,North,Ready To Move,Flat,1.32,4.98,Low,Low Floor
255,Gwal Pahari,3,3,3,1430.0,Carpet,North,Ready To Move,Flat,1.73,4.98,Low,Low Floor
256,Sector 111,4,5,4,2950.0,Super Built-up,East,Ready To Move,Flat,4.5,5.433,Low,High Floor
257,Sector 70A,2,2,2,725.0,Built-up,Unknown,Ready To Move,Flat,0.75,3.154516129032258,High,High Floor
258,Sector 49,3,4,3,1955.0,Super Built-up,Unknown,Ready To Move,Flat,3.45,4.587948717948718,Low,High Floor
259,Sector 54,4,6,4,3541.0,Super Built-up,East,Ready To Move,Flat,19.95,22.56153846153846,Low,High Floor
260,Sector 61,3,3,3,1600.0,Carpet,East,Ready To Move,Flat,2.5,3.042666666666667,Low,Low Floor
261,Sector 108,3,4,3,2666.0,Super Built-up,North-East,Ready To Move,Flat,1.9,4.32938775510204,Low,Mid Floor
262,Sector 48,4,6,4,8684.0,Built-up,Unknown,Ready To Move,Flat,35.0,9.550147058823528,Low,High Floor
263,Sector 60,2,2,2,1365.0,Super Built-up,Unknown,Ready To Move,Flat,2.65,4.679047619047619,Low,Mid Floor
264,Sector 63A,3,3,3,1800.0,Super Built-up,East,Ready To Move,Flat,2.5,4.715333333333334,Low,Mid Floor
265,Sector 49,3,4,3,2061.0,Super Built-up,Unknown,Ready To Move,Flat,3.75,4.587948717948718,Low,Low Floor
266,Sector 108,2,2,2,1381.0,Super Built-up,Unknown,Ready To Move,Flat,3.1,4.32938775510204,Low,Low Floor
267,Sector 72,4,5,4,2905.0,Super Built-up,East,Ready To Move,Flat,5.1,10.318928571428572,Low,Low Floor
268,Sector 67,3,4,3,2358.0,Super Built-up,Unknown,Ready To Move,Flat,4.65,4.372857142857143,Low,Low Floor
269,Sector 104,3,3,3,1689.0,Super Built-up,East,Ready To Move,Flat,2.45,2.838395061728395,Low,High Floor
270,Sector 66,3,3,3,1872.0,Super Built-up,East,Ready To Move,Flat,3.52,8.949036144578313,Low,High Floor
271,Sector 37D,4,3,4,2213.0,Super Built-up,East,Ready To Move,Flat,2.7,2.6355,Low,Low Floor
272,Sector 99A,3,5,3,1997.0,Carpet,Unknown,Ready To Move,Flat,2.15,2.37,Low,Low Floor
273,Sector 70A,2,2,2,1565.0,Super Built-up,West,Ready To Move,Flat,2.49,3.154516129032258,Low,High Floor
274,Sector 104,2,2,2,1099.0,Super Built-up,Unknown,Ready To Move,Flat,1.68,2.838395061728395,Low,High Floor
275,Sector 99,3,3,3,2780.0,Super Built-up,Unknown,Ready To Move,Flat,4.17,3.950277777777778,Medium,Low Floor
276,Sector 102,2,2,2,903.0,Super Built-up,East,Ready To Move,Flat,1.5,2.667326732673267,Low,Mid Floor
277,Sector 104,3,3,3,1689.0,Super Built-up,North,Ready To Move,Flat,2.45,2.838395061728395,Low,Low Floor
278,Sector 85,4,5,4,2812.0,Super Built-up,East,Ready To Move,Flat,3.4,2.713055555555556,Low,Mid Floor
279,Sector-2 Sohna,2,2,2,1457.0,Super Built-up,West,Ready To Move,Flat,1.52,1.52,Low,Low Floor
280,Sector 61,3,3,3,1626.0,Super Built-up,North-East,Ready To Move,Flat,2.7,3.042666666666667,Low,Low Floor
281,Sector 67,4,5,4,2685.0,Super Built-up,North,Ready To Move,Flat,4.2,4.372857142857143,Low,Low Floor
282,Sector 66,3,3,3,2200.0,Super Built-up,North-East,Ready To Move,Flat,4.3,8.949036144578313,Low,Low Floor
283,Sector 108,3,3,3,2072.0,Super Built-up,Unknown,Ready To Move,Flat,4.2,4.32938775510204,Low,Mid Floor
284,Sector 67,3,2,3,2400.0,Super Built-up,North-East,Ready To Move,Flat,5.5,4.372857142857143,Low,Low Floor
285,Sector 112,3,3,3,2802.0,Super Built-up,Unknown,Ready To Move,Flat,4.28,5.9,Low,Low Floor
286,Sector 82A,3,3,3,1818.0,Super Built-up,North-East,Ready To Move,Flat,2.67,3.481333333333333,Low,High Floor
287,Sector 106,3,3,3,1625.0,Super Built-up,Unknown,Ready To Move,Flat,2.65,2.6783018867924526,Low,Low Floor
288,Sector 69,3,3,3,1704.0,Super Built-up,East,Ready To Move,Flat,2.25,3.0326829268292683,Low,Low Floor
289,Sector 66,4,5,4,2409.0,Super Built-up,East,Ready To Move,Flat,4.3,8.949036144578313,Low,High Floor
290,Sector 102,3,3,3,1689.0,Super Built-up,Unknown,Ready To Move,Flat,2.35,2.667326732673267,Low,Low Floor
291,Sector 69,3,3,3,1578.0,Super Built-up,East,Ready To Move,Flat,2.32,3.0326829268292683,Low,High Floor
292,Sector 67,2,2,2,1435.0,Super Built-up,East,Ready To Move,Flat,2.79,4.372857142857143,Low,Low Floor
293,Sector 82,3,3,3,2160.0,Super Built-up,Unknown,Ready To Move,Flat,2.25,5.451621621621622,High,High Floor
294,Sector 66,3,4,3,2125.0,Super Built-up,Unknown,Ready To Move,Flat,4.38,8.949036144578313,Low,Low Floor
295,Sector 85,3,3,3,2129.0,Carpet,North,Ready To Move,Flat,2.95,2.713055555555556,Low,Low Floor
296,Sector 49,3,3,3,1805.0,Super Built-up,Unknown,Ready To Move,Flat,3.05,4.587948717948718,High,Low Floor
297,Sector 60,3,4,3,2045.0,Super Built-up,East,Ready To Move,Flat,3.85,4.679047619047619,Low,Mid Floor
298,Pocket H Nirvana Country,3,4,3,2480.0,Super Built-up,North,Ready To Move,Flat,4.3,8.333333333333334,Low,Low Floor
299,Sector 92,2,2,2,1498.0,Super Built-up,Unknown,Ready To Move,Flat,1.25,2.1133333333333333,Low,Low Floor
300,Sector 77,3,4,3,1450.0,Super Built-up,East,Ready To Move,Flat,1.95,3.3463636363636367,Low,Mid Floor
