property_id,property_name,rating,price,area,area_with_type,configuration,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,society,address,nearby_location,link
,"5 BHK Flat in Sector 43, Noida",N/A,N/A,N/A,N/A,5 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Godrej Woods,N/A,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-3754-sq-ft-spid-T88602010
,"5 BHK Flat in Sector 43, Noida",N/A,N/A,N/A,N/A,5 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Godrej Woods,N/A,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-3754-sq-ft-spid-T88602010
,N/A,N/A,"₹6.98 Cr
₹18,593 /sqft",3754,"3,754 sqft",5 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
srp_tuple_description,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Security,Godrej noida project is nestled on the noida expressway. This tropical paradise boasts three towers and a beachfront clubhouse. It is designed to offer you the ultimate living experience. Our uniquely,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,"3, 4 BHK Apartment in Sector 78, Noida",N/A,"3 BHK Apartment
₹1.25 - 1.84 Cr",2380,"2,380 sqft",4 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"Finest 3,4 BHK apartments in Sector 78 available for sale in The Hyde Park. This society offers apartments in the price range of Rs. 1.25 - 2.38 Cr. Apartments in The Hyde Park have SUPER area ranging","Ready To Move · Since Mar, 2018
1/13
The Hyde Park
4.0
NEW BOOKING
3, 4 BHK Apartment in Sector 78, Noida
3 BHK Apartment
₹1.25 - 1.84 Cr
4 BHK Apartment
₹2.36 - 2.38 Cr
Nearby :
Sector 76 Metro Station
SkyJumper Trampoline Park
+3

Finest 3,4 BHK apartments in Sector 78 available for sale in The Hyde Park. This society offers apartments in the price range of Rs. 1.25 - 2.38 Cr. Apartments in The Hyde Park have SUPER area ranging between 1,250 - 2,380 sqft. The Hyde Park 's RERA registration number is UPRERAPRJ9689",N/A,"Nearby :
Sector 76 Metro Station
SkyJumper Trampoline Park
+3",https://www.99acres.com/the-hyde-park-sector-78-noida-npxid-r864
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Nearby :
Sector 76 Metro Station
SkyJumper Trampoline Park
+3",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
srp_tuple_description,N/A,N/A,N/A,2380,"2,380 sqft",4 BHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Finest 3,4 BHK apartments in Sector 78 available for sale in The Hyde Park. This society offers apartments in the price range of Rs. 1.25 - 2.38 Cr. Apartments in The Hyde Park have SUPER area ranging",N/A,N/A,N/A,N/A
,"2, 3, 4 BHK Apartment in Sector 137, Noida",N/A,"2 BHK Apartment
₹90 L - 1.09 Cr",2275,"2,275 sqft",4 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"Choose your dream home from the wide variety of 2,3,4 BHK apartments in Sector 137, available for sale in Supertech Ecociti. Here units have different sizes, mostly in range of 890 - 2,275 sqft SUPER ","Ready To Move · Since Dec, 2017
1/20
Supertech Ecociti
3.9
NEW BOOKING
2, 3, 4 BHK Apartment in Sector 137, Noida
2 BHK Apartment
₹90 L - 1.09 Cr
3 BHK Apartment
₹1.3 - 1.84 Cr
4 BHK Apartment
₹2.62 Cr
Nearby :
Noida-Greater Noida Expressway
ABC Business Park
+3

Choose your dream home from the wide variety of 2,3,4 BHK apartments in Sector 137, available for sale in Supertech Ecociti. Here units have different sizes, mostly in range of 890 - 2,275 sqft SUPER area. Apartments in this complex are available in price range of Rs. 90 L - 2.62 Cr. This society is RERA approved and UPRERAPRJ9744 is the RERA number",N/A,"Nearby :
Noida-Greater Noida Expressway
ABC Business Park
+3",https://www.99acres.com/supertech-ecociti-sector-137-noida-npxid-r817
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Nearby :
Noida-Greater Noida Expressway
ABC Business Park
+3",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
srp_tuple_description,N/A,N/A,N/A,2275,"2,275 sqft",4 BHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Choose your dream home from the wide variety of 2,3,4 BHK apartments in Sector 137, available for sale in Supertech Ecociti. Here units have different sizes, mostly in range of 890 - 2,275 sqft SUPER ",N/A,N/A,N/A,N/A
H87153058,"4 BHK Flat in Sector 43, Noida",N/A,"₹4.31 Cr
₹19,087 /sqft",2258,"2,258 sqft",4 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,2258 sqft 4bhk luxurious apartment available for urgent sale kindly contact for site visit,N/A,Godrej Woods,N/A,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-2258-sq-ft-spid-H87153058
,"4 BHK Flat in Sector 43, Noida",N/A,"₹4.31 Cr
₹19,087 /sqft",2258,"2,258 sqft",4 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,2258 sqft 4bhk luxurious apartment available for urgent sale kindly contact for site visit,N/A,Godrej Woods,N/A,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-2258-sq-ft-spid-H87153058
AI_LISTING,"4 BHK Flat in Sector 43, Noida",N/A,"₹4.31 Cr
₹19,087 /sqft",2258,"2,258 sqft",4 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,2258 sqft 4bhk luxurious apartment available for urgent sale kindly contact for site visit,N/A,Godrej Woods,N/A,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-2258-sq-ft-spid-H87153058
,"4 BHK Flat in Sector 43, Noida",N/A,"₹4.31 Cr
₹19,087 /sqft",2258,"2,258 sqft",4 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,2258 sqft 4bhk luxurious apartment available for urgent sale kindly contact for site visit,N/A,Godrej Woods,N/A,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-2258-sq-ft-spid-H87153058
,"4 BHK Flat in Sector 43, Noida",N/A,N/A,N/A,N/A,4 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Godrej Woods,N/A,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-2258-sq-ft-spid-H87153058
,"4 BHK Flat in Sector 43, Noida",N/A,N/A,N/A,N/A,4 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Godrej Woods,N/A,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-2258-sq-ft-spid-H87153058
,N/A,N/A,"₹4.31 Cr
₹19,087 /sqft",2258,"2,258 sqft",4 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
srp_tuple_description,N/A,N/A,N/A,2258,2258 sqft,4bhk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2258 sqft 4bhk luxurious apartment available for urgent sale kindly contact for site visit,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,"2, 3 BHK Apartment in Sector 137, Noida",N/A,N/A,1955,"1,955 sqft",3 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"Looking for your dream home? Explore 2,3 BHK apartments in Sector 137, now available in Paramount Floraville. Paramount Floraville apartments are available in multiples sizes, ranging from 1,045 - 1,9","Ready To Move · Since Aug, 2015
1/8
Paramount Floraville
3.8
NEW BOOKING
2, 3 BHK Apartment in Sector 137, Noida
2 BHK Apartment
Price on Request
3 BHK Apartment
Price on Request
Nearby :
SKS World School, Sector 137 Noida
Noida Sector 137 Metro Station
+3

Looking for your dream home? Explore 2,3 BHK apartments in Sector 137, now available in Paramount Floraville. Paramount Floraville apartments are available in multiples sizes, ranging from 1,045 - 1,955 sqft SUPER area. Apartments at Paramount Floraville is currently Ready To Move",N/A,"Nearby :
SKS World School, Sector 137 Noida
Noida Sector 137 Metro Station
+3",https://www.99acres.com/paramount-floraville-sector-137-noida-npxid-r736
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Nearby :
SKS World School, Sector 137 Noida
Noida Sector 137 Metro Station
+3",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
srp_tuple_description,N/A,N/A,N/A,1955,"1,955 sqft",3 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"Looking for your dream home? Explore 2,3 BHK apartments in Sector 137, now available in Paramount Floraville. Paramount Floraville apartments are available in multiples sizes, ranging from 1,045 - 1,9",N/A,N/A,N/A,N/A
U85052892,"Residential land / Plot in A Block Sector-17, Noida",N/A,"₹13.45 Cr
₹33,333 /sqft",4035,"4,035 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,Total plot area= 375 sq. Mtr Total covered area= 27.28 mtr. Road = 0.9 mtr wide Occupancy certificate of plot has been issued on= 4.4.1996 Address;,N/A,"A Block Sector-17, Noida","Highlights :
Overlooking Main Road",https://www.99acres.com/residential-land-plot-for-sale-in-a-block-sector-17-noida-448-sq-yard-spid-U85052892
,"Residential land / Plot in A Block Sector-17, Noida",N/A,"₹13.45 Cr
₹33,333 /sqft",4035,"4,035 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,Total plot area= 375 sq. Mtr Total covered area= 27.28 mtr. Road = 0.9 mtr wide Occupancy certificate of plot has been issued on= 4.4.1996 Address;,N/A,"A Block Sector-17, Noida","Highlights :
Overlooking Main Road",https://www.99acres.com/residential-land-plot-for-sale-in-a-block-sector-17-noida-448-sq-yard-spid-U85052892
,"Residential land / Plot in A Block Sector-17, Noida",N/A,"₹13.45 Cr
₹33,333 /sqft",4035,"4,035 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,Total plot area= 375 sq. Mtr Total covered area= 27.28 mtr. Road = 0.9 mtr wide Occupancy certificate of plot has been issued on= 4.4.1996 Address;,N/A,"A Block Sector-17, Noida","Highlights :
Overlooking Main Road",https://www.99acres.com/residential-land-plot-for-sale-in-a-block-sector-17-noida-448-sq-yard-spid-U85052892
,"Residential land / Plot in A Block Sector-17, Noida",N/A,"₹13.45 Cr
₹33,333 /sqft",4035,"4,035 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,Total plot area= 375 sq. Mtr Total covered area= 27.28 mtr. Road = 0.9 mtr wide Occupancy certificate of plot has been issued on= 4.4.1996 Address;,N/A,"A Block Sector-17, Noida","Highlights :
Overlooking Main Road",https://www.99acres.com/residential-land-plot-for-sale-in-a-block-sector-17-noida-448-sq-yard-spid-U85052892
,"Residential land / Plot in A Block Sector-17, Noida",N/A,"₹13.45 Cr
₹33,333 /sqft",4035,"4,035 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,Total plot area= 375 sq. Mtr Total covered area= 27.28 mtr. Road = 0.9 mtr wide Occupancy certificate of plot has been issued on= 4.4.1996 Address;,N/A,"A Block Sector-17, Noida","Highlights :
Overlooking Main Road",https://www.99acres.com/residential-land-plot-for-sale-in-a-block-sector-17-noida-448-sq-yard-spid-U85052892
,"Residential land / Plot in A Block Sector-17, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,"A Block Sector-17, Noida",N/A,https://www.99acres.com/residential-land-plot-for-sale-in-a-block-sector-17-noida-448-sq-yard-spid-U85052892
,"Residential land / Plot in A Block Sector-17, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,"A Block Sector-17, Noida",N/A,https://www.99acres.com/residential-land-plot-for-sale-in-a-block-sector-17-noida-448-sq-yard-spid-U85052892
,"Residential land / Plot in A Block Sector-17, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.99acres.com/residential-land-plot-for-sale-in-a-block-sector-17-noida-448-sq-yard-spid-U85052892
,N/A,N/A,"₹13.45 Cr
₹33,333 /sqft",4035,"4,035 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
srp_tuple_description,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Total plot area= 375 sq. Mtr Total covered area= 27.28 mtr. Road = 0.9 mtr wide Occupancy certificate of plot has been issued on= 4.4.1996 Address;,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
M88316680,"3 BHK Flat in Sector 43, Noida",N/A,"₹2.85 Cr
₹18,446 /sqft",1545,"1,545 sqft",3 BHK,N/A,East,Ready to move,N/A,N/A,N/A,Garden,1545 sqft 3 bedroom apartment in the lush green township well connected to expressway and other hotspots Kindly call for site visit and best price,N/A,Godrej Woods,"Highlights :
East Facing
Private Garden
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1545-sq-ft-spid-M88316680
,"3 BHK Flat in Sector 43, Noida",N/A,"₹2.85 Cr
₹18,446 /sqft",1545,"1,545 sqft",3 BHK,N/A,East,Ready to move,N/A,N/A,N/A,Garden,1545 sqft 3 bedroom apartment in the lush green township well connected to expressway and other hotspots Kindly call for site visit and best price,N/A,Godrej Woods,"Highlights :
East Facing
Private Garden
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1545-sq-ft-spid-M88316680
AI_LISTING,"3 BHK Flat in Sector 43, Noida",N/A,"₹2.85 Cr
₹18,446 /sqft",1545,"1,545 sqft",3 BHK,N/A,East,Ready to move,N/A,N/A,N/A,Garden,1545 sqft 3 bedroom apartment in the lush green township well connected to expressway and other hotspots Kindly call for site visit and best price,N/A,Godrej Woods,"Highlights :
East Facing
Private Garden
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1545-sq-ft-spid-M88316680
,"3 BHK Flat in Sector 43, Noida",N/A,"₹2.85 Cr
₹18,446 /sqft",1545,"1,545 sqft",3 BHK,N/A,East,Ready to move,N/A,N/A,N/A,Garden,1545 sqft 3 bedroom apartment in the lush green township well connected to expressway and other hotspots Kindly call for site visit and best price,N/A,Godrej Woods,"Highlights :
East Facing
Private Garden
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1545-sq-ft-spid-M88316680
,"3 BHK Flat in Sector 43, Noida",N/A,N/A,N/A,N/A,3 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Godrej Woods,N/A,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1545-sq-ft-spid-M88316680
,"3 BHK Flat in Sector 43, Noida",N/A,N/A,N/A,N/A,3 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Godrej Woods,N/A,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1545-sq-ft-spid-M88316680
,N/A,N/A,"₹2.85 Cr
₹18,446 /sqft",1545,"1,545 sqft",3 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
srp_tuple_description,N/A,N/A,N/A,1545,1545 sqft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1545 sqft 3 bedroom apartment in the lush green township well connected to expressway and other hotspots Kindly call for site visit and best price,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
F84234764,"3 BHK Flat in Sector 104, Noida",N/A,"₹4.05 Cr
₹18,837 /sqft",2150,"2,150 sqft",3 BHK,N/A,East,Ready to move,N/A,N/A,Servant Room,"Parking, Lift, Swimming Pool, Gym, Club House, Security","It's a 3 bedrooms attached bathrooms with servant room, dining room, complete wooden work done, wardrobes in each room, modular kitchen. The society has features like intercom facility, lifts, park, m",N/A,ATS One Hamlet,"Highlights :
East Facing
Pathways School Nearby
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-one-hamlet-sector-104-noida-2150-sq-ft-r2-spid-F84234764
,"3 BHK Flat in Sector 104, Noida",N/A,"₹4.05 Cr
₹18,837 /sqft",2150,"2,150 sqft",3 BHK,N/A,East,Ready to move,N/A,N/A,Servant Room,"Parking, Lift, Swimming Pool, Gym, Club House, Security","It's a 3 bedrooms attached bathrooms with servant room, dining room, complete wooden work done, wardrobes in each room, modular kitchen. The society has features like intercom facility, lifts, park, m",N/A,ATS One Hamlet,"Highlights :
East Facing
Pathways School Nearby
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-one-hamlet-sector-104-noida-2150-sq-ft-r2-spid-F84234764
AI_LISTING,"3 BHK Flat in Sector 104, Noida",N/A,"₹4.05 Cr
₹18,837 /sqft",2150,"2,150 sqft",3 BHK,N/A,East,Ready to move,N/A,N/A,Servant Room,"Parking, Lift, Swimming Pool, Gym, Club House, Security","It's a 3 bedrooms attached bathrooms with servant room, dining room, complete wooden work done, wardrobes in each room, modular kitchen. The society has features like intercom facility, lifts, park, m",N/A,ATS One Hamlet,"Highlights :
East Facing
Pathways School Nearby
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-one-hamlet-sector-104-noida-2150-sq-ft-r2-spid-F84234764
,"3 BHK Flat in Sector 104, Noida",N/A,"₹4.05 Cr
₹18,837 /sqft",2150,"2,150 sqft",3 BHK,N/A,East,Ready to move,N/A,N/A,Servant Room,"Parking, Lift, Swimming Pool, Gym, Club House, Security","It's a 3 bedrooms attached bathrooms with servant room, dining room, complete wooden work done, wardrobes in each room, modular kitchen. The society has features like intercom facility, lifts, park, m",N/A,ATS One Hamlet,"Highlights :
East Facing
Pathways School Nearby
+2",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-one-hamlet-sector-104-noida-2150-sq-ft-r2-spid-F84234764
,"3 BHK Flat in Sector 104, Noida",N/A,N/A,N/A,N/A,3 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,ATS One Hamlet,N/A,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-one-hamlet-sector-104-noida-2150-sq-ft-r2-spid-F84234764
,"3 BHK Flat in Sector 104, Noida",N/A,N/A,N/A,N/A,3 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,ATS One Hamlet,N/A,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-one-hamlet-sector-104-noida-2150-sq-ft-r2-spid-F84234764
,N/A,N/A,"₹4.05 Cr
₹18,837 /sqft",2150,"2,150 sqft",3 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
srp_tuple_description,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Servant Room,"Parking, Lift, Swimming Pool, Gym, Club House, Security","It's a 3 bedrooms attached bathrooms with servant room, dining room, complete wooden work done, wardrobes in each room, modular kitchen. The society has features like intercom facility, lifts, park, m",N/A,N/A,N/A,N/A
M88095064,"2 BHK Flat in Sector 43, Noida",N/A,"₹2.28 Cr
₹18,167 /sqft",1255,"1,255 sqft",2 BHK,34 floor,North,Ready to move,N/A,2 balcon,N/A,N/A,Godrej woods is one of noida's most sought after destination for apartments and this 2 bhk flat in sector 43 noida is your opportunity to be a part of this community. This is a north-East-Facing prope,N/A,Godrej Woods,"Highlights :
North-East Facing
golf course within 250m
+1",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1255-sq-ft-spid-M88095064
,"2 BHK Flat in Sector 43, Noida",N/A,"₹2.28 Cr
₹18,167 /sqft",1255,"1,255 sqft",2 BHK,34 floor,North,Ready to move,N/A,2 balcon,N/A,N/A,Godrej woods is one of noida's most sought after destination for apartments and this 2 bhk flat in sector 43 noida is your opportunity to be a part of this community. This is a north-East-Facing prope,N/A,Godrej Woods,"Highlights :
North-East Facing
golf course within 250m
+1",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1255-sq-ft-spid-M88095064
AI_LISTING,"2 BHK Flat in Sector 43, Noida",N/A,"₹2.28 Cr
₹18,167 /sqft",1255,"1,255 sqft",2 BHK,34 floor,North,Ready to move,N/A,2 balcon,N/A,N/A,Godrej woods is one of noida's most sought after destination for apartments and this 2 bhk flat in sector 43 noida is your opportunity to be a part of this community. This is a north-East-Facing prope,N/A,Godrej Woods,"Highlights :
North-East Facing
golf course within 250m
+1",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1255-sq-ft-spid-M88095064
,"2 BHK Flat in Sector 43, Noida",N/A,"₹2.28 Cr
₹18,167 /sqft",1255,"1,255 sqft",2 BHK,34 floor,North,Ready to move,N/A,2 balcon,N/A,N/A,Godrej woods is one of noida's most sought after destination for apartments and this 2 bhk flat in sector 43 noida is your opportunity to be a part of this community. This is a north-East-Facing prope,N/A,Godrej Woods,"Highlights :
North-East Facing
golf course within 250m
+1",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1255-sq-ft-spid-M88095064
,"2 BHK Flat in Sector 43, Noida",N/A,N/A,N/A,N/A,2 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Godrej Woods,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1255-sq-ft-spid-M88095064
,"2 BHK Flat in Sector 43, Noida",N/A,N/A,N/A,N/A,2 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Godrej Woods,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1255-sq-ft-spid-M88095064
,N/A,N/A,"₹2.28 Cr
₹18,167 /sqft",1255,"1,255 sqft",2 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,North,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highlights :
North-East Facing
golf course within 250m
+1",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,North,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highlights :
North-East Facing
golf course within 250m
+1",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,North,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highlights :,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,North,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highlights :,N/A
srp_tuple_description,N/A,N/A,N/A,1255,1255 sq.Ft,2 bhk,34 floor,East,N/A,N/A,2 balcon,N/A,N/A,Godrej woods is one of noida's most sought after destination for apartments and this 2 bhk flat in sector 43 noida is your opportunity to be a part of this community. This is a north-East-Facing prope,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T87985880,"Residential land / Plot in C Block Sector-100, Noida",N/A,"₹6.6 Cr
₹34,447 /sqft",1915,"1,915 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"Plot available for sale at sector 100 , one of premium sector in noida Size 178 sq meter corner plot",N/A,"C Block Sector-100, Noida","Highlights :
Corner Property
Rain Water Harvesting",https://www.99acres.com/residential-land-plot-for-sale-in-c-block-sector-100-noida-213-sq-yard-spid-T87985880
,"Residential land / Plot in C Block Sector-100, Noida",N/A,"₹6.6 Cr
₹34,447 /sqft",1915,"1,915 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"Plot available for sale at sector 100 , one of premium sector in noida Size 178 sq meter corner plot",N/A,"C Block Sector-100, Noida","Highlights :
Corner Property
Rain Water Harvesting",https://www.99acres.com/residential-land-plot-for-sale-in-c-block-sector-100-noida-213-sq-yard-spid-T87985880
AI_LISTING,"Residential land / Plot in C Block Sector-100, Noida",N/A,"₹6.6 Cr
₹34,447 /sqft",1915,"1,915 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"Plot available for sale at sector 100 , one of premium sector in noida Size 178 sq meter corner plot",N/A,"C Block Sector-100, Noida","Highlights :
Corner Property
Rain Water Harvesting",https://www.99acres.com/residential-land-plot-for-sale-in-c-block-sector-100-noida-213-sq-yard-spid-T87985880
,"Residential land / Plot in C Block Sector-100, Noida",N/A,"₹6.6 Cr
₹34,447 /sqft",1915,"1,915 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"Plot available for sale at sector 100 , one of premium sector in noida Size 178 sq meter corner plot",N/A,"C Block Sector-100, Noida","Highlights :
Corner Property
Rain Water Harvesting",https://www.99acres.com/residential-land-plot-for-sale-in-c-block-sector-100-noida-213-sq-yard-spid-T87985880
,"Residential land / Plot in C Block Sector-100, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,"C Block Sector-100, Noida",N/A,https://www.99acres.com/residential-land-plot-for-sale-in-c-block-sector-100-noida-213-sq-yard-spid-T87985880
,"Residential land / Plot in C Block Sector-100, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,"C Block Sector-100, Noida",N/A,https://www.99acres.com/residential-land-plot-for-sale-in-c-block-sector-100-noida-213-sq-yard-spid-T87985880
,"Residential land / Plot in C Block Sector-100, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.99acres.com/residential-land-plot-for-sale-in-c-block-sector-100-noida-213-sq-yard-spid-T87985880
