property_id,property_name,rating,price,area,area_with_type,configuration,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,society,address,nearby_location,link
,"3, 4 BHK Apartment in Sector 104, Noida",N/A,"3 BHK Apartment
₹72 L
4 BHK Apartment
₹1.28 Cr",3115,"3,115 sqft",4 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"Beautiful 3,4 BHK apartments in Sector 104, are now available in Chauhan Apartments housing project. Apartment prices in this housing society vary in the range of Rs. 72 L - 1.28 Cr. Here units have d","Ready To Move
Chauhan Apartments
NEW BOOKING
3, 4 BHK Apartment in Sector 104, Noida
3 BHK Apartment
₹72 L
4 BHK Apartment
₹1.28 Cr
Nearby :
New National Public School
Amity University Noida
+3

Beautiful 3,4 BHK apartments in Sector 104, are now available in Chauhan Apartments housing project. Apartment prices in this housing society vary in the range of Rs. 72 L - 1.28 Cr. Here units have different sizes, mostly in range of 1,759 - 3,115 sqft SUPER area. The property options in this society are Ready To Move",N/A,"Nearby :
New National Public School
Amity University Noida
+3",https://www.99acres.com/chauhan-apartments-sector-104-noida-npxid-r236770
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,New,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Nearby :
New National Public School
Amity University Noida
+3",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,New,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,New,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
srp_tuple_description,N/A,N/A,N/A,3115,"3,115 sqft",4 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"Beautiful 3,4 BHK apartments in Sector 104, are now available in Chauhan Apartments housing project. Apartment prices in this housing society vary in the range of Rs. 72 L - 1.28 Cr. Here units have d",N/A,N/A,N/A,N/A
,"2, 3 BHK Apartment in Sector 128, Noida",N/A,"2 BHK Apartment
₹1.05 - 1.22 Cr",N/A,N/A,3 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,"Ready To Move · Since Mar, 2021
1/14
Jaypee Greens The Pavilion Court
3.8
NEW BOOKING
2, 3 BHK Apartment in Sector 128, Noida
2 BHK Apartment
₹1.05 - 1.22 Cr
3 BHK Apartment
₹1.6 - 1.82 Cr
Nearby :
Jaypee Wish Town Bus Stop
Prometheus School
+3",N/A,"Nearby :
Jaypee Wish Town Bus Stop
Prometheus School
+3",https://www.99acres.com/jaypee-greens-the-pavilion-court-sector-128-noida-npxid-r304
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Nearby :
Jaypee Wish Town Bus Stop
Prometheus School
+3",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
,"3, 4 BHK Apartment in Sector 146, Noida",N/A,"3 BHK Apartment
₹2.66 - 3.86 Cr",3250,"3,250 sqft",4 BHK,N/A,N/A,Under Construction,N/A,N/A,N/A,N/A,"Beautiful 3,4 BHK apartments in Sector 146, are now available in Godrej Tropical Isle housing project. The housing society is RERA-registered with UPRERAPRJ303390 registration number. Apartments in th","Under Construction · Completion in Feb, 2030
1/5
Godrej Tropical Isle
NEW BOOKING
3, 4 BHK Apartment in Sector 146, Noida
3 BHK Apartment
₹2.66 - 3.86 Cr
4 BHK Apartment
₹4.54 - 8.63 Cr
Nearby :
Noida Sector 146 Metro Station
Noida-Greater Noida Expy
+3

Beautiful 3,4 BHK apartments in Sector 146, are now available in Godrej Tropical Isle housing project. The housing society is RERA-registered with UPRERAPRJ303390 registration number. Apartments in this complex are available in price range of Rs. 2.66 - 8.63 Cr. Here units have different sizes, mostly in range of 1,208 - 3,250 sqft CARPET area",N/A,"Nearby :
Noida Sector 146 Metro Station
Noida-Greater Noida Expy
+3",https://www.99acres.com/godrej-tropical-isle-sector-146-noida-npxid-r409753
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Nearby :
Noida Sector 146 Metro Station
Noida-Greater Noida Expy
+3",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
srp_tuple_description,N/A,N/A,N/A,3250,"3,250 sqft",4 BHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Beautiful 3,4 BHK apartments in Sector 146, are now available in Godrej Tropical Isle housing project. The housing society is RERA-registered with UPRERAPRJ303390 registration number. Apartments in th",N/A,N/A,N/A,N/A
,"2, 3, 4 BHK Apartment in Sector 79, Noida",N/A,"2 BHK Apartment
₹1.6 - 2.1 Cr",2335,"2,335 sqft",4 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"Beautiful 2,3,4 BHK apartments in Sector 79, are now available in Elite Golf Greens housing project. The housing society is RERA-registered with UPRERAPRJ4654 registration number. Here units have diff","Ready To Move · Since Apr, 2022
1/8
Elite Golf Greens
3.8
NEW BOOKING
2, 3, 4 BHK Apartment in Sector 79, Noida
2 BHK Apartment
₹1.6 - 2.1 Cr
3 BHK Apartment
₹2.5 - 3.1 Cr
4 BHK Apartment
₹4 Cr
Nearby :
The Manthan School
Freehit Sports Complex
+3

Beautiful 2,3,4 BHK apartments in Sector 79, are now available in Elite Golf Greens housing project. The housing society is RERA-registered with UPRERAPRJ4654 registration number. Here units have different sizes, mostly in range of 1,215 - 2,335 sqft SUPER area. Prices of apartments in this project, vary between Rs. 1.6 - 4 Cr",N/A,"Nearby :
The Manthan School
Freehit Sports Complex
+3",https://www.99acres.com/elite-golf-greens-sector-79-noida-npxid-r237278
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Nearby :
The Manthan School
Freehit Sports Complex
+3",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
srp_tuple_description,N/A,N/A,N/A,2335,"2,335 sqft",4 BHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Beautiful 2,3,4 BHK apartments in Sector 79, are now available in Elite Golf Greens housing project. The housing society is RERA-registered with UPRERAPRJ4654 registration number. Here units have diff",N/A,N/A,N/A,N/A
F88125422,"2 Bedroom Farm house in Sector 135, Noida",N/A,"₹1.32 Cr
₹1,455 /sqft",9072,"9,072 sqft",2 BHK,N/A,East,Ready to move,N/A,N/A,N/A,N/A,Thanks for your valuable enquiry for farm houses. Green beauty farms . Alaska green farms are distinct and iconic epitome of nature blended with urbanization and luxury on the countryside. With its tr,N/A,Dkrrish Green Beauty Farms,"Highlights :
East Facing
sector 142 within 1.5km
+2",https://www.99acres.com/2-bhk-bedroom-farm-house-for-sale-in-dkrrish-green-beauty-farms-sector-135-noida-9072-sq-ft-spid-F88125422
,"2 Bedroom Farm house in Sector 135, Noida",N/A,"₹1.32 Cr
₹1,455 /sqft",9072,"9,072 sqft",2 BHK,N/A,East,Ready to move,N/A,N/A,N/A,N/A,Thanks for your valuable enquiry for farm houses. Green beauty farms . Alaska green farms are distinct and iconic epitome of nature blended with urbanization and luxury on the countryside. With its tr,N/A,Dkrrish Green Beauty Farms,"Highlights :
East Facing
sector 142 within 1.5km
+2",https://www.99acres.com/2-bhk-bedroom-farm-house-for-sale-in-dkrrish-green-beauty-farms-sector-135-noida-9072-sq-ft-spid-F88125422
AI_LISTING,"2 Bedroom Farm house in Sector 135, Noida",N/A,"₹1.32 Cr
₹1,455 /sqft",9072,"9,072 sqft",2 BHK,N/A,East,Ready to move,N/A,N/A,N/A,N/A,Thanks for your valuable enquiry for farm houses. Green beauty farms . Alaska green farms are distinct and iconic epitome of nature blended with urbanization and luxury on the countryside. With its tr,N/A,Dkrrish Green Beauty Farms,"Highlights :
East Facing
sector 142 within 1.5km
+2",https://www.99acres.com/2-bhk-bedroom-farm-house-for-sale-in-dkrrish-green-beauty-farms-sector-135-noida-9072-sq-ft-spid-F88125422
,"2 Bedroom Farm house in Sector 135, Noida",N/A,"₹1.32 Cr
₹1,455 /sqft",9072,"9,072 sqft",2 BHK,N/A,East,Ready to move,N/A,N/A,N/A,N/A,Thanks for your valuable enquiry for farm houses. Green beauty farms . Alaska green farms are distinct and iconic epitome of nature blended with urbanization and luxury on the countryside. With its tr,N/A,Dkrrish Green Beauty Farms,"Highlights :
East Facing
sector 142 within 1.5km
+2",https://www.99acres.com/2-bhk-bedroom-farm-house-for-sale-in-dkrrish-green-beauty-farms-sector-135-noida-9072-sq-ft-spid-F88125422
,"2 Bedroom Farm house in Sector 135, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Dkrrish Green Beauty Farms,N/A,https://www.99acres.com/2-bhk-bedroom-farm-house-for-sale-in-dkrrish-green-beauty-farms-sector-135-noida-9072-sq-ft-spid-F88125422
,"2 Bedroom Farm house in Sector 135, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Dkrrish Green Beauty Farms,N/A,https://www.99acres.com/2-bhk-bedroom-farm-house-for-sale-in-dkrrish-green-beauty-farms-sector-135-noida-9072-sq-ft-spid-F88125422
,N/A,N/A,"₹1.32 Cr
₹1,455 /sqft",9072,"9,072 sqft",2 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,East,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highlights :
East Facing
sector 142 within 1.5km
+2",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,East,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highlights :
East Facing
sector 142 within 1.5km
+2",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,East,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highlights :,N/A
srp_tuple_description,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Thanks for your valuable enquiry for farm houses. Green beauty farms . Alaska green farms are distinct and iconic epitome of nature blended with urbanization and luxury on the countryside. With its tr,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,"3, 4 BHK Apartment in Sector 107, Noida",N/A,"3 BHK Apartment
₹5.84 Cr",N/A,N/A,4 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,"Ready To Move · Since Dec, 2020
1/13
3C Lotus 300
3.8
NEW BOOKING
3, 4 BHK Apartment in Sector 107, Noida
3 BHK Apartment
₹5.84 Cr
4 BHK Apartment
₹6.88 - 8.48 Cr
Nearby :
The Fern Residency, Noida
Pathways School Noida
+3",N/A,"Nearby :
The Fern Residency, Noida
Pathways School Noida
+3",https://www.99acres.com/3c-lotus-300-sector-107-noida-npxid-r1066
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Nearby :
The Fern Residency, Noida
Pathways School Noida
+3",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
I72029086,"Residential land / Plot in Sector 26, Noida",N/A,"₹14.8 Cr
₹35,255 /sqft",4197,"4,197 sqft",N/A,N/A,North,Ready to move,N/A,N/A,N/A,N/A,"Residential land Residential land / plot for sale in sector 26 noida . A lucrative opportunity is here for those who are planning to buy a land in the prominent areas of , sector 26 noida, u p The plo",N/A,"Sector 26, Noida","Highlights :
North Facing
Corner Property",https://www.99acres.com/residential-land-plot-for-sale-in-sector-26-noida-466-sq-yard-r2-spid-I72029086
,"Residential land / Plot in Sector 26, Noida",N/A,"₹14.8 Cr
₹35,255 /sqft",4197,"4,197 sqft",N/A,N/A,North,Ready to move,N/A,N/A,N/A,N/A,"Residential land Residential land / plot for sale in sector 26 noida . A lucrative opportunity is here for those who are planning to buy a land in the prominent areas of , sector 26 noida, u p The plo",N/A,"Sector 26, Noida","Highlights :
North Facing
Corner Property",https://www.99acres.com/residential-land-plot-for-sale-in-sector-26-noida-466-sq-yard-r2-spid-I72029086
AI_LISTING,"Residential land / Plot in Sector 26, Noida",N/A,"₹14.8 Cr
₹35,255 /sqft",4197,"4,197 sqft",N/A,N/A,North,Ready to move,N/A,N/A,N/A,N/A,"Residential land Residential land / plot for sale in sector 26 noida . A lucrative opportunity is here for those who are planning to buy a land in the prominent areas of , sector 26 noida, u p The plo",N/A,"Sector 26, Noida","Highlights :
North Facing
Corner Property",https://www.99acres.com/residential-land-plot-for-sale-in-sector-26-noida-466-sq-yard-r2-spid-I72029086
,"Residential land / Plot in Sector 26, Noida",N/A,"₹14.8 Cr
₹35,255 /sqft",4197,"4,197 sqft",N/A,N/A,North,Ready to move,N/A,N/A,N/A,N/A,"Residential land Residential land / plot for sale in sector 26 noida . A lucrative opportunity is here for those who are planning to buy a land in the prominent areas of , sector 26 noida, u p The plo",N/A,"Sector 26, Noida","Highlights :
North Facing
Corner Property",https://www.99acres.com/residential-land-plot-for-sale-in-sector-26-noida-466-sq-yard-r2-spid-I72029086
,"Residential land / Plot in Sector 26, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,"Sector 26, Noida",N/A,https://www.99acres.com/residential-land-plot-for-sale-in-sector-26-noida-466-sq-yard-r2-spid-I72029086
,"Residential land / Plot in Sector 26, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,"Sector 26, Noida",N/A,https://www.99acres.com/residential-land-plot-for-sale-in-sector-26-noida-466-sq-yard-r2-spid-I72029086
,N/A,N/A,"₹14.8 Cr
₹35,255 /sqft",4197,"4,197 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
srp_tuple_description,N/A,N/A,N/A,55,55 sq.Ft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Residential land Residential land / plot for sale in sector 26 noida . A lucrative opportunity is here for those who are planning to buy a land in the prominent areas of , sector 26 noida, u p The plo",N/A,N/A,N/A,N/A
,"2, 3, 4 BHK Apartment in Sector 79, Noida",N/A,"2 BHK Apartment
₹2.07 - 2.1 Cr",N/A,N/A,4 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,"Ready To Move · Since Dec, 2019
1/11
Mahagun Mirabella
4.0
NEW BOOKING
2, 3, 4 BHK Apartment in Sector 79, Noida
2 BHK Apartment
₹2.07 - 2.1 Cr
3 BHK Apartment
₹2.6 - 2.82 Cr
4 BHK Apartment
₹3.86 - 4.08 Cr
Nearby :
Spuddy Noida Badminton Academy
Sector 76 Metro Station
+3",N/A,"Nearby :
Spuddy Noida Badminton Academy
Sector 76 Metro Station
+3",https://www.99acres.com/mahagun-mirabella-sector-79-noida-npxid-r10578
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Nearby :
Spuddy Noida Badminton Academy
Sector 76 Metro Station
+3",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
,"3, 4, 5 BHK Apartment in Sector 78, Noida",N/A,"3 BHK Apartment
₹2.88 - 4 Cr",6000,"6,000 sqft",5 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"Mahagun Mezzaria society now offers elegantly built 3,4,5 BHK apartments in Sector 78. This society is RERA approved and UPRERAPRJ3306 is the RERA number. Mahagun Mezzaria has apartments in multiple c","Ready To Move · Since Jun, 2019
5/12
Mahagun Mezzaria
4.0
NEW BOOKING
3, 4, 5 BHK Apartment in Sector 78, Noida
3 BHK Apartment
₹2.88 - 4 Cr
4 BHK Apartment
₹3.22 - 6.9 Cr
5 BHK Apartment
₹4.34 Cr
Nearby :
Noida Sector 101 Metro Station
The Manthan School
+3

Mahagun Mezzaria society now offers elegantly built 3,4,5 BHK apartments in Sector 78. This society is RERA approved and UPRERAPRJ3306 is the RERA number. Mahagun Mezzaria has apartments in multiple configurations, in range of 2,500 - 6,000 sqft. Apartment prices in this housing society vary in the range of Rs. 2.88 - 6.9 Cr",N/A,"Nearby :
Noida Sector 101 Metro Station
The Manthan School
+3",https://www.99acres.com/mahagun-mezzaria-sector-78-noida-npxid-r2584
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Nearby :
Noida Sector 101 Metro Station
The Manthan School
+3",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
srp_tuple_description,N/A,N/A,N/A,6000,"6,000 sqft",5 BHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mahagun Mezzaria society now offers elegantly built 3,4,5 BHK apartments in Sector 78. This society is RERA approved and UPRERAPRJ3306 is the RERA number. Mahagun Mezzaria has apartments in multiple c",N/A,N/A,N/A,N/A
B83786186,"4 BHK Flat in Sector 76, Noida",N/A,"₹3.15 Cr
₹14,719 /sqft",2140,"2,140 sqft",4 BHK,N/A,N/A,Ready to move,N/A,4 balcon,N/A,Club House,Residential apartment This is your chance to a 4 bhk apartment / flat for sale in amrapali crystal homes sector 76 noida . Where luxury comes with affordability. Basic details: You will love this brig,N/A,Amrapali Crystal Homes,"Highlights :
Newly Constructed
Club house
+1",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-amrapali-crystal-homes-sector-76-noida-2140-sq-ft-spid-B83786186
,"4 BHK Flat in Sector 76, Noida",N/A,"₹3.15 Cr
₹14,719 /sqft",2140,"2,140 sqft",4 BHK,N/A,N/A,Ready to move,N/A,4 balcon,N/A,Club House,Residential apartment This is your chance to a 4 bhk apartment / flat for sale in amrapali crystal homes sector 76 noida . Where luxury comes with affordability. Basic details: You will love this brig,N/A,Amrapali Crystal Homes,"Highlights :
Newly Constructed
Club house
+1",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-amrapali-crystal-homes-sector-76-noida-2140-sq-ft-spid-B83786186
AI_LISTING,"4 BHK Flat in Sector 76, Noida",N/A,"₹3.15 Cr
₹14,719 /sqft",2140,"2,140 sqft",4 BHK,N/A,N/A,Ready to move,N/A,4 balcon,N/A,Club House,Residential apartment This is your chance to a 4 bhk apartment / flat for sale in amrapali crystal homes sector 76 noida . Where luxury comes with affordability. Basic details: You will love this brig,N/A,Amrapali Crystal Homes,"Highlights :
Newly Constructed
Club house
+1",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-amrapali-crystal-homes-sector-76-noida-2140-sq-ft-spid-B83786186
,"4 BHK Flat in Sector 76, Noida",N/A,"₹3.15 Cr
₹14,719 /sqft",2140,"2,140 sqft",4 BHK,N/A,N/A,Ready to move,N/A,4 balcon,N/A,Club House,Residential apartment This is your chance to a 4 bhk apartment / flat for sale in amrapali crystal homes sector 76 noida . Where luxury comes with affordability. Basic details: You will love this brig,N/A,Amrapali Crystal Homes,"Highlights :
Newly Constructed
Club house
+1",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-amrapali-crystal-homes-sector-76-noida-2140-sq-ft-spid-B83786186
,"4 BHK Flat in Sector 76, Noida",N/A,N/A,N/A,N/A,4 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Amrapali Crystal Homes,N/A,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-amrapali-crystal-homes-sector-76-noida-2140-sq-ft-spid-B83786186
,"4 BHK Flat in Sector 76, Noida",N/A,N/A,N/A,N/A,4 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Amrapali Crystal Homes,N/A,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-amrapali-crystal-homes-sector-76-noida-2140-sq-ft-spid-B83786186
,N/A,N/A,"₹3.15 Cr
₹14,719 /sqft",2140,"2,140 sqft",4 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
srp_tuple_description,N/A,N/A,N/A,N/A,N/A,4 bhk,N/A,N/A,N/A,N/A,4 balcon,N/A,N/A,Residential apartment This is your chance to a 4 bhk apartment / flat for sale in amrapali crystal homes sector 76 noida . Where luxury comes with affordability. Basic details: You will love this brig,N/A,N/A,N/A,N/A
,"2, 3, 4 BHK Apartment in Sector 129, Noida",N/A,"2 BHK Apartment
₹94.78 L - 1.05 Cr",2375,"2,375 sqft",4 BHK,N/A,N/A,Under Construction,N/A,N/A,N/A,N/A,"Spacious 2,3,4 BHK apartments in Sector 129 are available for sale.Check out latest property options at Jaypee Greens Krescent Homes housing society. Jaypee Greens Krescent Homes 's RERA registration ","Under Construction · Completion in Oct, 2027
1/3
Jaypee Greens Krescent Homes
NEW BOOKING
2, 3, 4 BHK Apartment in Sector 129, Noida
2 BHK Apartment
₹94.78 L - 1.05 Cr
3 BHK Apartment
₹1.43 - 1.68 Cr
4 BHK Apartment
₹2.02 Cr
Nearby :
Noida Expressway
Express Trade Towers 2
+3

Spacious 2,3,4 BHK apartments in Sector 129 are available for sale.Check out latest property options at Jaypee Greens Krescent Homes housing society. Jaypee Greens Krescent Homes 's RERA registration number is UPRERAPRJ3709. Apartment prices in this housing society vary in the range of Rs. 94.78 L - 2.02 Cr. Jaypee Greens Krescent Homes has apartments in multiple configurations, in range of 1,115 - 2,375 sqft",N/A,"Nearby :
Noida Expressway
Express Trade Towers 2
+3",https://www.99acres.com/jaypee-greens-krescent-homes-sector-129-noida-npxid-r1087
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Nearby :
Noida Expressway
Express Trade Towers 2
+3",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nearby :,N/A
srp_tuple_description,N/A,N/A,N/A,2375,"2,375 sqft",4 BHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Spacious 2,3,4 BHK apartments in Sector 129 are available for sale.Check out latest property options at Jaypee Greens Krescent Homes housing society. Jaypee Greens Krescent Homes 's RERA registration ",N/A,N/A,N/A,N/A
U88699770,"2 BHK Independent Builder Floor in Sector 73, Noida",N/A,"₹45 Lac
₹5,625 /sqft",800,800 sqft,2 BHK,6 Floor,N/A,Ready to move,N/A,N/A,N/A,Lift,Builder flats in sec 73 sarfabad village noida G+6 construction Loan avalaible 80% from nbfc banks. Lift available. New & luxury construction.,N/A,kanha residency,"3rd out of 6 Floors
Gated Society
+2",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-sector-73-noida-800-sq-ft-spid-U88699770
,"2 BHK Independent Builder Floor in Sector 73, Noida",N/A,"₹45 Lac
₹5,625 /sqft",800,800 sqft,2 BHK,6 Floor,N/A,Ready to move,N/A,N/A,N/A,Lift,Builder flats in sec 73 sarfabad village noida G+6 construction Loan avalaible 80% from nbfc banks. Lift available. New & luxury construction.,N/A,kanha residency,"3rd out of 6 Floors
Gated Society
+2",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-sector-73-noida-800-sq-ft-spid-U88699770
,"2 BHK Independent Builder Floor in Sector 73, Noida",N/A,"₹45 Lac
₹5,625 /sqft",800,800 sqft,2 BHK,6 Floor,N/A,Ready to move,N/A,N/A,N/A,Lift,Builder flats in sec 73 sarfabad village noida G+6 construction Loan avalaible 80% from nbfc banks. Lift available. New & luxury construction.,N/A,kanha residency,"3rd out of 6 Floors
Gated Society
+2",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-sector-73-noida-800-sq-ft-spid-U88699770
,"2 BHK Independent Builder Floor in Sector 73, Noida",N/A,"₹45 Lac
₹5,625 /sqft",800,800 sqft,2 BHK,6 Floor,N/A,Ready to move,N/A,N/A,N/A,Lift,Builder flats in sec 73 sarfabad village noida G+6 construction Loan avalaible 80% from nbfc banks. Lift available. New & luxury construction.,N/A,kanha residency,"3rd out of 6 Floors
Gated Society
+2",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-sector-73-noida-800-sq-ft-spid-U88699770
,"2 BHK Independent Builder Floor in Sector 73, Noida",N/A,"₹45 Lac
₹5,625 /sqft",800,800 sqft,2 BHK,6 Floor,N/A,Ready to move,N/A,N/A,N/A,Lift,Builder flats in sec 73 sarfabad village noida G+6 construction Loan avalaible 80% from nbfc banks. Lift available. New & luxury construction.,N/A,kanha residency,"3rd out of 6 Floors
Gated Society
+2",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-sector-73-noida-800-sq-ft-spid-U88699770
,"2 BHK Independent Builder Floor in Sector 73, Noida",N/A,N/A,N/A,N/A,2 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,kanha residency,N/A,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-sector-73-noida-800-sq-ft-spid-U88699770
,"2 BHK Independent Builder Floor in Sector 73, Noida",N/A,N/A,N/A,N/A,2 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,kanha residency,N/A,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-sector-73-noida-800-sq-ft-spid-U88699770
,"2 BHK Independent Builder Floor in Sector 73, Noida",N/A,N/A,N/A,N/A,2 BHK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-sector-73-noida-800-sq-ft-spid-U88699770
,N/A,N/A,"₹45 Lac
₹5,625 /sqft",800,800 sqft,2 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
srp_tuple_description,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,New,N/A,N/A,N/A,Lift,Builder flats in sec 73 sarfabad village noida G+6 construction Loan avalaible 80% from nbfc banks. Lift available. New & luxury construction.,N/A,N/A,N/A,N/A
