property_id,property_name,rating,price,area,area_with_type,configuration,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,society,address,nearby_location,link
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,East,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highlights :
East Facing
Sec 76 metro noida Nearby
+2",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,East,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highlights :
East Facing
Sec 76 metro noida Nearby
+2",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,East,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highlights :,N/A
srp_tuple_description,N/A,N/A,N/A,2125,2125 sq.Ft,N/A,20th floor,N/A,Ready to move,N/A,3 balcon,N/A,N/A,"This is a east-Facing property. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 2125 sq.Ft. The p",N/A,N/A,N/A,N/A
V87383140,"4 BHK Flat in Sector 128, Noida",N/A,"₹5.85 Cr
₹16,111 /sqft",3631,"3,631 sqft",4 BHK,12th floor,East,Ready to move,N/A,2 balcon,N/A,N/A,"This lovely golf facing 4 bhk apartment/flat in sector 128 noida is available for sale in one of noida's most popular projects, jaypee greens kalypso court. The flat occupies a super built up area of ",N/A,Jaypee Greens Kalypso Court,"Highlights :
East Facing
Gated Society
+2",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-3631-sq-ft-spid-V87383140
,"4 BHK Flat in Sector 128, Noida",N/A,"₹5.85 Cr
₹16,111 /sqft",3631,"3,631 sqft",4 BHK,12th floor,East,Ready to move,N/A,2 balcon,N/A,N/A,"This lovely golf facing 4 bhk apartment/flat in sector 128 noida is available for sale in one of noida's most popular projects, jaypee greens kalypso court. The flat occupies a super built up area of ",N/A,Jaypee Greens Kalypso Court,"Highlights :
East Facing
Gated Society
+2",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-3631-sq-ft-spid-V87383140
AI_LISTING,"4 BHK Flat in Sector 128, Noida",N/A,"₹5.85 Cr
₹16,111 /sqft",3631,"3,631 sqft",4 BHK,12th floor,East,Ready to move,N/A,2 balcon,N/A,N/A,"This lovely golf facing 4 bhk apartment/flat in sector 128 noida is available for sale in one of noida's most popular projects, jaypee greens kalypso court. The flat occupies a super built up area of ",N/A,Jaypee Greens Kalypso Court,"Highlights :
East Facing
Gated Society
+2",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-3631-sq-ft-spid-V87383140
,"4 BHK Flat in Sector 128, Noida",N/A,"₹5.85 Cr
₹16,111 /sqft",3631,"3,631 sqft",4 BHK,12th floor,East,Ready to move,N/A,2 balcon,N/A,N/A,"This lovely golf facing 4 bhk apartment/flat in sector 128 noida is available for sale in one of noida's most popular projects, jaypee greens kalypso court. The flat occupies a super built up area of ",N/A,Jaypee Greens Kalypso Court,"Highlights :
East Facing
Gated Society
+2",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-3631-sq-ft-spid-V87383140
,"4 BHK Flat in Sector 128, Noida",N/A,N/A,N/A,N/A,4 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Jaypee Greens Kalypso Court,N/A,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-3631-sq-ft-spid-V87383140
,"4 BHK Flat in Sector 128, Noida",N/A,N/A,N/A,N/A,4 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Jaypee Greens Kalypso Court,N/A,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-3631-sq-ft-spid-V87383140
,N/A,N/A,"₹5.85 Cr
₹16,111 /sqft",3631,"3,631 sqft",4 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
srp_tuple_description,N/A,N/A,N/A,3631,3631 sq.Ft,4 bhk,12th floor,N/A,Ready to move,N/A,2 balcon,N/A,N/A,"This lovely golf facing 4 bhk apartment/flat in sector 128 noida is available for sale in one of noida's most popular projects, jaypee greens kalypso court. The flat occupies a super built up area of ",N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Y87377024,"2 BHK Flat in Sector 128, Noida",N/A,"₹2.8 Cr
₹15,384 /sqft",1820,"1,820 sqft",2 BHK,5th floor,East,Ready to move,N/A,1 balcon,N/A,N/A,"This 2 bhk apartment is available for sale in jaypee greens kalypso court, one of the most prominent projects for flats in sector 128 noida. This residential flat is east-Facing direction. Constructed",N/A,Jaypee Greens Kalypso Court,"Highlights :
East Facing
Okhla Bird Sanctuary Nearby
+2",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-1820-sq-ft-spid-Y87377024
,"2 BHK Flat in Sector 128, Noida",N/A,"₹2.8 Cr
₹15,384 /sqft",1820,"1,820 sqft",2 BHK,5th floor,East,Ready to move,N/A,1 balcon,N/A,N/A,"This 2 bhk apartment is available for sale in jaypee greens kalypso court, one of the most prominent projects for flats in sector 128 noida. This residential flat is east-Facing direction. Constructed",N/A,Jaypee Greens Kalypso Court,"Highlights :
East Facing
Okhla Bird Sanctuary Nearby
+2",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-1820-sq-ft-spid-Y87377024
AI_LISTING,"2 BHK Flat in Sector 128, Noida",N/A,"₹2.8 Cr
₹15,384 /sqft",1820,"1,820 sqft",2 BHK,5th floor,East,Ready to move,N/A,1 balcon,N/A,N/A,"This 2 bhk apartment is available for sale in jaypee greens kalypso court, one of the most prominent projects for flats in sector 128 noida. This residential flat is east-Facing direction. Constructed",N/A,Jaypee Greens Kalypso Court,"Highlights :
East Facing
Okhla Bird Sanctuary Nearby
+2",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-1820-sq-ft-spid-Y87377024
,"2 BHK Flat in Sector 128, Noida",N/A,"₹2.8 Cr
₹15,384 /sqft",1820,"1,820 sqft",2 BHK,5th floor,East,Ready to move,N/A,1 balcon,N/A,N/A,"This 2 bhk apartment is available for sale in jaypee greens kalypso court, one of the most prominent projects for flats in sector 128 noida. This residential flat is east-Facing direction. Constructed",N/A,Jaypee Greens Kalypso Court,"Highlights :
East Facing
Okhla Bird Sanctuary Nearby
+2",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-1820-sq-ft-spid-Y87377024
,"2 BHK Flat in Sector 128, Noida",N/A,N/A,N/A,N/A,2 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Jaypee Greens Kalypso Court,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-1820-sq-ft-spid-Y87377024
,"2 BHK Flat in Sector 128, Noida",N/A,N/A,N/A,N/A,2 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Jaypee Greens Kalypso Court,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-1820-sq-ft-spid-Y87377024
,N/A,N/A,"₹2.8 Cr
₹15,384 /sqft",1820,"1,820 sqft",2 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,East,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highlights :
East Facing
Okhla Bird Sanctuary Nearby
+2",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,East,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highlights :
East Facing
Okhla Bird Sanctuary Nearby
+2",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,East,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highlights :,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,East,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highlights :,N/A
srp_tuple_description,N/A,N/A,N/A,1820,1820 sq.Ft,2 bhk,5th floor,N/A,Ready to move,N/A,1 balcon,N/A,N/A,"This 2 bhk apartment is available for sale in jaypee greens kalypso court, one of the most prominent projects for flats in sector 128 noida. This residential flat is east-Facing direction. Constructed",N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T87379058,"2 BHK Flat in Sector 128, Noida",N/A,"₹2.83 Cr
₹15,549 /sqft",1820,"1,820 sqft",2 BHK,7th floor,East,Ready to move,N/A,1 balcon,N/A,N/A,Jaypee greens kalypso court is one of noida's most sought after destination for apartments and this golf facing 2 bhk flat in sector 128 noida is your opportunity to be a part of this community. Conta,N/A,Jaypee Greens Kalypso Court,"Highlights :
East Facing
Gated Society
+2",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-1820-sq-ft-spid-T87379058
,"2 BHK Flat in Sector 128, Noida",N/A,"₹2.83 Cr
₹15,549 /sqft",1820,"1,820 sqft",2 BHK,7th floor,East,Ready to move,N/A,1 balcon,N/A,N/A,Jaypee greens kalypso court is one of noida's most sought after destination for apartments and this golf facing 2 bhk flat in sector 128 noida is your opportunity to be a part of this community. Conta,N/A,Jaypee Greens Kalypso Court,"Highlights :
East Facing
Gated Society
+2",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-1820-sq-ft-spid-T87379058
AI_LISTING,"2 BHK Flat in Sector 128, Noida",N/A,"₹2.83 Cr
₹15,549 /sqft",1820,"1,820 sqft",2 BHK,7th floor,East,Ready to move,N/A,1 balcon,N/A,N/A,Jaypee greens kalypso court is one of noida's most sought after destination for apartments and this golf facing 2 bhk flat in sector 128 noida is your opportunity to be a part of this community. Conta,N/A,Jaypee Greens Kalypso Court,"Highlights :
East Facing
Gated Society
+2",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-1820-sq-ft-spid-T87379058
,"2 BHK Flat in Sector 128, Noida",N/A,"₹2.83 Cr
₹15,549 /sqft",1820,"1,820 sqft",2 BHK,7th floor,East,Ready to move,N/A,1 balcon,N/A,N/A,Jaypee greens kalypso court is one of noida's most sought after destination for apartments and this golf facing 2 bhk flat in sector 128 noida is your opportunity to be a part of this community. Conta,N/A,Jaypee Greens Kalypso Court,"Highlights :
East Facing
Gated Society
+2",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-1820-sq-ft-spid-T87379058
,"2 BHK Flat in Sector 128, Noida",N/A,N/A,N/A,N/A,2 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Jaypee Greens Kalypso Court,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-1820-sq-ft-spid-T87379058
,"2 BHK Flat in Sector 128, Noida",N/A,N/A,N/A,N/A,2 BHK,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Jaypee Greens Kalypso Court,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-1820-sq-ft-spid-T87379058
,N/A,N/A,"₹2.83 Cr
₹15,549 /sqft",1820,"1,820 sqft",2 BHK,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
srp_tuple_description,N/A,N/A,N/A,1820,1820 sq.Ft,2 bhk,7th floor,N/A,N/A,N/A,1 balcon,N/A,N/A,Jaypee greens kalypso court is one of noida's most sought after destination for apartments and this golf facing 2 bhk flat in sector 128 noida is your opportunity to be a part of this community. Conta,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q88281102,"Residential land / Plot in Sector 131, Noida",N/A,"₹3.18 Cr
₹23,094 /sqft",1377,"1,377 sqft",N/A,N/A,East,Ready to move,N/A,N/A,N/A,"Power Backup, Security","153 sq. Yds. Residential plot for sale jaypee wishtown, noida A premium 153 sq. Yds. Residential plot available for sale in jaypee wishtown, a well-Planned gated society on the noidagreater noida expr",N/A,Jaypee Greens Kensington Park Plot Phase 2,"Highlights :
East Facing
promthus Nearby
+1",https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-2-sector-131-noida-153-sq-yard-spid-Q88281102
,"Residential land / Plot in Sector 131, Noida",N/A,"₹3.18 Cr
₹23,094 /sqft",1377,"1,377 sqft",N/A,N/A,East,Ready to move,N/A,N/A,N/A,"Power Backup, Security","153 sq. Yds. Residential plot for sale jaypee wishtown, noida A premium 153 sq. Yds. Residential plot available for sale in jaypee wishtown, a well-Planned gated society on the noidagreater noida expr",N/A,Jaypee Greens Kensington Park Plot Phase 2,"Highlights :
East Facing
promthus Nearby
+1",https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-2-sector-131-noida-153-sq-yard-spid-Q88281102
AI_LISTING,"Residential land / Plot in Sector 131, Noida",N/A,"₹3.18 Cr
₹23,094 /sqft",1377,"1,377 sqft",N/A,N/A,East,Ready to move,N/A,N/A,N/A,"Power Backup, Security","153 sq. Yds. Residential plot for sale jaypee wishtown, noida A premium 153 sq. Yds. Residential plot available for sale in jaypee wishtown, a well-Planned gated society on the noidagreater noida expr",N/A,Jaypee Greens Kensington Park Plot Phase 2,"Highlights :
East Facing
promthus Nearby
+1",https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-2-sector-131-noida-153-sq-yard-spid-Q88281102
,"Residential land / Plot in Sector 131, Noida",N/A,"₹3.18 Cr
₹23,094 /sqft",1377,"1,377 sqft",N/A,N/A,East,Ready to move,N/A,N/A,N/A,"Power Backup, Security","153 sq. Yds. Residential plot for sale jaypee wishtown, noida A premium 153 sq. Yds. Residential plot available for sale in jaypee wishtown, a well-Planned gated society on the noidagreater noida expr",N/A,Jaypee Greens Kensington Park Plot Phase 2,"Highlights :
East Facing
promthus Nearby
+1",https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-2-sector-131-noida-153-sq-yard-spid-Q88281102
,"Residential land / Plot in Sector 131, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Jaypee Greens Kensington Park Plot Phase 2,N/A,https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-2-sector-131-noida-153-sq-yard-spid-Q88281102
,"Residential land / Plot in Sector 131, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Jaypee Greens Kensington Park Plot Phase 2,N/A,https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-2-sector-131-noida-153-sq-yard-spid-Q88281102
,N/A,N/A,"₹3.18 Cr
₹23,094 /sqft",1377,"1,377 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
srp_tuple_description,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Power Backup, Security","153 sq. Yds. Residential plot for sale jaypee wishtown, noida A premium 153 sq. Yds. Residential plot available for sale in jaypee wishtown, a well-Planned gated society on the noidagreater noida expr",N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
I87840046,"Residential land / Plot in Sector 145, Noida",N/A,"₹3.51 Cr
₹18,116 /sqft",1937,"1,937 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"180 sqm plot, 12x12 mtr wide corner plot, west facing, best use for commercial use, near all big ites company like oxygen embassy, hcl tech zone, dlf data center, microsoft, maq software, metro statio",N/A,"Sector 145, Noida","Highlights :
Sector 145 within 1km
JBM Global within 2.5km
+2",https://www.99acres.com/residential-land-plot-for-sale-in-sector-145-noida-215-sq-yard-spid-I87840046
,"Residential land / Plot in Sector 145, Noida",N/A,"₹3.51 Cr
₹18,116 /sqft",1937,"1,937 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"180 sqm plot, 12x12 mtr wide corner plot, west facing, best use for commercial use, near all big ites company like oxygen embassy, hcl tech zone, dlf data center, microsoft, maq software, metro statio",N/A,"Sector 145, Noida","Highlights :
Sector 145 within 1km
JBM Global within 2.5km
+2",https://www.99acres.com/residential-land-plot-for-sale-in-sector-145-noida-215-sq-yard-spid-I87840046
,"Residential land / Plot in Sector 145, Noida",N/A,"₹3.51 Cr
₹18,116 /sqft",1937,"1,937 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"180 sqm plot, 12x12 mtr wide corner plot, west facing, best use for commercial use, near all big ites company like oxygen embassy, hcl tech zone, dlf data center, microsoft, maq software, metro statio",N/A,"Sector 145, Noida","Highlights :
Sector 145 within 1km
JBM Global within 2.5km
+2",https://www.99acres.com/residential-land-plot-for-sale-in-sector-145-noida-215-sq-yard-spid-I87840046
,"Residential land / Plot in Sector 145, Noida",N/A,"₹3.51 Cr
₹18,116 /sqft",1937,"1,937 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"180 sqm plot, 12x12 mtr wide corner plot, west facing, best use for commercial use, near all big ites company like oxygen embassy, hcl tech zone, dlf data center, microsoft, maq software, metro statio",N/A,"Sector 145, Noida","Highlights :
Sector 145 within 1km
JBM Global within 2.5km
+2",https://www.99acres.com/residential-land-plot-for-sale-in-sector-145-noida-215-sq-yard-spid-I87840046
,"Residential land / Plot in Sector 145, Noida",N/A,"₹3.51 Cr
₹18,116 /sqft",1937,"1,937 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"180 sqm plot, 12x12 mtr wide corner plot, west facing, best use for commercial use, near all big ites company like oxygen embassy, hcl tech zone, dlf data center, microsoft, maq software, metro statio",N/A,"Sector 145, Noida","Highlights :
Sector 145 within 1km
JBM Global within 2.5km
+2",https://www.99acres.com/residential-land-plot-for-sale-in-sector-145-noida-215-sq-yard-spid-I87840046
,"Residential land / Plot in Sector 145, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,"Sector 145, Noida",N/A,https://www.99acres.com/residential-land-plot-for-sale-in-sector-145-noida-215-sq-yard-spid-I87840046
,"Residential land / Plot in Sector 145, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,"Sector 145, Noida",N/A,https://www.99acres.com/residential-land-plot-for-sale-in-sector-145-noida-215-sq-yard-spid-I87840046
,N/A,N/A,"₹3.51 Cr
₹18,116 /sqft",1937,"1,937 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highlights :
Sector 145 within 1km
JBM Global within 2.5km
+2",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highlights :
Sector 145 within 1km
JBM Global within 2.5km
+2",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highlights :,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highlights :,N/A
srp_tuple_description,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"180 sqm plot, 12x12 mtr wide corner plot, west facing, best use for commercial use, near all big ites company like oxygen embassy, hcl tech zone, dlf data center, microsoft, maq software, metro statio",N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C87440032,"Residential land / Plot in Sector 133, Noida",N/A,"₹3.37 Cr
₹24,473 /sqft",1377,"1,377 sqft",N/A,3 floor,N/A,Ready to move,N/A,N/A,N/A,N/A,"Check out this plot in sector 133 noida, an ideal destination to build your dream residence. This 153 sq.Yards super built up area plot is your opportunity to build a exceptional residence. Ownership ",N/A,Jaypee Greens Kensington Park Plot Phase 1,"Highlights :
Corner Property
Overlooking Main Road
+1",https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-1-sector-133-noida-153-sq-yard-spid-C87440032
,"Residential land / Plot in Sector 133, Noida",N/A,"₹3.37 Cr
₹24,473 /sqft",1377,"1,377 sqft",N/A,3 floor,N/A,Ready to move,N/A,N/A,N/A,N/A,"Check out this plot in sector 133 noida, an ideal destination to build your dream residence. This 153 sq.Yards super built up area plot is your opportunity to build a exceptional residence. Ownership ",N/A,Jaypee Greens Kensington Park Plot Phase 1,"Highlights :
Corner Property
Overlooking Main Road
+1",https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-1-sector-133-noida-153-sq-yard-spid-C87440032
AI_LISTING,"Residential land / Plot in Sector 133, Noida",N/A,"₹3.37 Cr
₹24,473 /sqft",1377,"1,377 sqft",N/A,3 floor,N/A,Ready to move,N/A,N/A,N/A,N/A,"Check out this plot in sector 133 noida, an ideal destination to build your dream residence. This 153 sq.Yards super built up area plot is your opportunity to build a exceptional residence. Ownership ",N/A,Jaypee Greens Kensington Park Plot Phase 1,"Highlights :
Corner Property
Overlooking Main Road
+1",https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-1-sector-133-noida-153-sq-yard-spid-C87440032
,"Residential land / Plot in Sector 133, Noida",N/A,"₹3.37 Cr
₹24,473 /sqft",1377,"1,377 sqft",N/A,3 floor,N/A,Ready to move,N/A,N/A,N/A,N/A,"Check out this plot in sector 133 noida, an ideal destination to build your dream residence. This 153 sq.Yards super built up area plot is your opportunity to build a exceptional residence. Ownership ",N/A,Jaypee Greens Kensington Park Plot Phase 1,"Highlights :
Corner Property
Overlooking Main Road
+1",https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-1-sector-133-noida-153-sq-yard-spid-C87440032
,"Residential land / Plot in Sector 133, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Jaypee Greens Kensington Park Plot Phase 1,N/A,https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-1-sector-133-noida-153-sq-yard-spid-C87440032
,"Residential land / Plot in Sector 133, Noida",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Jaypee Greens Kensington Park Plot Phase 1,N/A,https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-1-sector-133-noida-153-sq-yard-spid-C87440032
,"Jaypee Greens Kensington Park Plot Phase 1
3.6",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resale,N/A,N/A,N/A,N/A,N/A,N/A,Jaypee Greens Kensington Park Plot Phase 1,N/A,N/A
,N/A,N/A,"₹3.37 Cr
₹24,473 /sqft",1377,"1,377 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highlights :
Corner Property
Overlooking Main Road
+1",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Highlights :
Corner Property
Overlooking Main Road
+1",N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highlights :,N/A
srp_tuple_description,N/A,N/A,N/A,N/A,N/A,N/A,3 floor,N/A,N/A,N/A,N/A,N/A,N/A,"Check out this plot in sector 133 noida, an ideal destination to build your dream residence. This 153 sq.Yards super built up area plot is your opportunity to build a exceptional residence. Ownership ",N/A,N/A,N/A,N/A
,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Z87928672,"Residential land / Plot in Sector 131, Noida",N/A,"₹5.69 Cr
₹26,444 /sqft",2151,"2,151 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"Jaypee greens kensington park plot phase-2 sector 131 noida. 239 sq. Yard corner plot good location. Demand 2.38,000/- Per sq yard",N/A,Jaypee Greens Kensington Park Plot Phase 2,"Highlights :
Corner Property
Overlooking Park
+2",https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-2-sector-131-noida-239-sq-yard-spid-Z87928672
,"Residential land / Plot in Sector 131, Noida",N/A,"₹5.69 Cr
₹26,444 /sqft",2151,"2,151 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"Jaypee greens kensington park plot phase-2 sector 131 noida. 239 sq. Yard corner plot good location. Demand 2.38,000/- Per sq yard",N/A,Jaypee Greens Kensington Park Plot Phase 2,"Highlights :
Corner Property
Overlooking Park
+2",https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-2-sector-131-noida-239-sq-yard-spid-Z87928672
,"Residential land / Plot in Sector 131, Noida",N/A,"₹5.69 Cr
₹26,444 /sqft",2151,"2,151 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"Jaypee greens kensington park plot phase-2 sector 131 noida. 239 sq. Yard corner plot good location. Demand 2.38,000/- Per sq yard",N/A,Jaypee Greens Kensington Park Plot Phase 2,"Highlights :
Corner Property
Overlooking Park
+2",https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-2-sector-131-noida-239-sq-yard-spid-Z87928672
,"Residential land / Plot in Sector 131, Noida",N/A,"₹5.69 Cr
₹26,444 /sqft",2151,"2,151 sqft",N/A,N/A,N/A,Ready to move,N/A,N/A,N/A,N/A,"Jaypee greens kensington park plot phase-2 sector 131 noida. 239 sq. Yard corner plot good location. Demand 2.38,000/- Per sq yard",N/A,Jaypee Greens Kensington Park Plot Phase 2,"Highlights :
Corner Property
Overlooking Park
+2",https://www.99acres.com/residential-land-plot-for-sale-in-jaypee-greens-kensington-park-plot-phase-2-sector-131-noida-239-sq-yard-spid-Z87928672
